"TIME","GEO","UNIT","SEX","Value"
"2012","Poland","Number","Total","3,571"
"2012","Poland","Number","Males","2,725"
"2012","Poland","Number","Females","845"
"2012","Portugal","Number","Total","718"
"2012","Portugal","Number","Males","564"
"2012","Portugal","Number","Females","152"
"2012","Romania","Number","Total","2,042"
"2012","Romania","Number","Males","1,542"
"2012","Romania","Number","Females","500"
"2012","Slovenia","Number","Total","130"
"2012","Slovenia","Number","Males","97"
"2012","Slovenia","Number","Females","33"
"2012","Slovakia","Number","Total",":"
"2012","Slovakia","Number","Males",":"
"2012","Slovakia","Number","Females",":"
"2012","Finland","Number","Total","255"
"2012","Finland","Number","Males","191"
"2012","Finland","Number","Females","64"
"2012","Sweden","Number","Total","285"
"2012","Sweden","Number","Males","218"
"2012","Sweden","Number","Females","67"
"2012","United Kingdom","Number","Total","1,802"
"2012","United Kingdom","Number","Males","1,373"
"2012","United Kingdom","Number","Females","429"
"2012","Iceland","Number","Total","9"
"2012","Iceland","Number","Males","7"
"2012","Iceland","Number","Females","2"
"2012","Liechtenstein","Number","Total","1"
"2012","Liechtenstein","Number","Males",":"
"2012","Liechtenstein","Number","Females",":"
"2012","Norway","Number","Total","145"
"2012","Norway","Number","Males","107"
"2012","Norway","Number","Females","38"
"2012","Switzerland","Number","Total","339"
"2012","Switzerland","Number","Males","249"
"2012","Switzerland","Number","Females","90"
"2013","Belgium","Number","Total","723"
"2013","Belgium","Number","Males","549"
"2013","Belgium","Number","Females","173"
"2013","Bulgaria","Number","Total",":"
"2013","Bulgaria","Number","Males",":"
"2013","Bulgaria","Number","Females",":"
"2013","Czech Republic","Number","Total","654"
"2013","Czech Republic","Number","Males","492"
"2013","Czech Republic","Number","Females","150"
"2013","Denmark","Number","Total","191"
"2013","Denmark","Number","Males","126"
"2013","Denmark","Number","Females","65"
"2013","Germany (until 1990 former territory of the FRG)","Number","Total","3,339"
"2013","Germany (until 1990 former territory of the FRG)","Number","Males","2,433"
"2013","Germany (until 1990 former territory of the FRG)","Number","Females","905"
"2013","Estonia","Number","Total","81"
"2013","Estonia","Number","Males","54"
"2013","Estonia","Number","Females","27"
"2013","Ireland","Number","Total","188"
"2013","Ireland","Number","Males","142"
"2013","Ireland","Number","Females","46"
"2013","Greece","Number","Total","879"
"2013","Greece","Number","Males","692"
"2013","Greece","Number","Females","187"
"2013","Spain","Number","Total","1,680"
"2013","Spain","Number","Males","1,279"
"2013","Spain","Number","Females","392"
"2013","France","Number","Total","3,268"
"2013","France","Number","Males","2,505"
"2013","France","Number","Females","763"
"2013","Croatia","Number","Total","368"
"2013","Croatia","Number","Males","284"
"2013","Croatia","Number","Females","84"
"2013","Italy","Number","Total","3,401"
"2013","Italy","Number","Males","2,703"
"2013","Italy","Number","Females","698"
"2013","Cyprus","Number","Total","44"
"2013","Cyprus","Number","Males","35"
"2013","Cyprus","Number","Females","9"
"2013","Latvia","Number","Total","179"
"2013","Latvia","Number","Males","137"
"2013","Latvia","Number","Females","39"
"2013","Lithuania","Number","Total","256"
"2013","Lithuania","Number","Males","194"
"2013","Lithuania","Number","Females","61"
"2013","Luxembourg","Number","Total","45"
"2013","Luxembourg","Number","Males","34"
"2013","Luxembourg","Number","Females","11"
"2013","Hungary","Number","Total","591"
"2013","Hungary","Number","Males","429"
"2013","Hungary","Number","Females","159"
"2013","Malta","Number","Total",":"
"2013","Malta","Number","Males",":"
"2013","Malta","Number","Females",":"
"2013","Netherlands","Number","Total","476"
"2013","Netherlands","Number","Males","345"
"2013","Netherlands","Number","Females","131"
"2013","Austria","Number","Total","455"
"2013","Austria","Number","Males","342"
"2013","Austria","Number","Females","113"
"2013","Poland","Number","Total","3,357"
"2013","Poland","Number","Males","2,563"
"2013","Poland","Number","Females","792"
"2013","Portugal","Number","Total","637"
"2013","Portugal","Number","Males","501"
"2013","Portugal","Number","Females","135"
"2013","Romania","Number","Total","1,861"
"2013","Romania","Number","Males","1,374"
"2013","Romania","Number","Females","487"
"2013","Slovenia","Number","Total","125"
"2013","Slovenia","Number","Males","94"
"2013","Slovenia","Number","Females","31"
"2013","Slovakia","Number","Total",":"
"2013","Slovakia","Number","Males",":"
"2013","Slovakia","Number","Females",":"
"2013","Finland","Number","Total","258"
"2013","Finland","Number","Males","192"
"2013","Finland","Number","Females","66"
"2013","Sweden","Number","Total","260"
"2013","Sweden","Number","Males","195"
"2013","Sweden","Number","Females","65"
"2013","United Kingdom","Number","Total","1,770"
"2013","United Kingdom","Number","Males","1,314"
"2013","United Kingdom","Number","Females","456"
"2013","Iceland","Number","Total","15"
"2013","Iceland","Number","Males","7"
"2013","Iceland","Number","Females","8"
"2013","Liechtenstein","Number","Total","2"
"2013","Liechtenstein","Number","Males",":"
"2013","Liechtenstein","Number","Females",":"
"2013","Norway","Number","Total","187"
"2013","Norway","Number","Males","135"
"2013","Norway","Number","Females","52"
"2013","Switzerland","Number","Total","269"
"2013","Switzerland","Number","Males","191"
"2013","Switzerland","Number","Females","78"
"2014","Belgium","Number","Total","727"
"2014","Belgium","Number","Males","557"
"2014","Belgium","Number","Females","166"
"2014","Bulgaria","Number","Total",":"
"2014","Bulgaria","Number","Males",":"
"2014","Bulgaria","Number","Females",":"
"2014","Czech Republic","Number","Total","688"
"2014","Czech Republic","Number","Males","508"
"2014","Czech Republic","Number","Females","164"
"2014","Denmark","Number","Total","182"
"2014","Denmark","Number","Males","139"
"2014","Denmark","Number","Females","43"
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","3,377"
"2014","Germany (until 1990 former territory of the FRG)","Number","Males","2,509"
"2014","Germany (until 1990 former territory of the FRG)","Number","Females","867"
"2014","Estonia","Number","Total","78"
"2014","Estonia","Number","Males","51"
"2014","Estonia","Number","Females","27"
"2014","Ireland","Number","Total",":"
"2014","Ireland","Number","Males",":"
"2014","Ireland","Number","Females",":"
"2014","Greece","Number","Total","795"
"2014","Greece","Number","Males","1,289"
"2014","Greece","Number","Females","146"
"2014","Spain","Number","Total","1,688"
"2014","Spain","Number","Males","1,289"
"2014","Spain","Number","Females","398"
"2014","France","Number","Total","3,384"
"2014","France","Number","Males","2,541"
"2014","France","Number","Females","843"
"2014","Croatia","Number","Total","308"
"2014","Croatia","Number","Males","244"
"2014","Croatia","Number","Females","64"
"2014","Italy","Number","Total","3,381"
"2014","Italy","Number","Males","2,662"
"2014","Italy","Number","Females","719"
"2014","Cyprus","Number","Total","45"
"2014","Cyprus","Number","Males","32"
"2014","Cyprus","Number","Females","13"
"2014","Latvia","Number","Total","212"
"2014","Latvia","Number","Males","166"
"2014","Latvia","Number","Females","46"
"2014","Lithuania","Number","Total","267"
"2014","Lithuania","Number","Males","192"
"2014","Lithuania","Number","Females","75"
"2014","Luxembourg","Number","Total","35"
"2014","Luxembourg","Number","Males","29"
"2014","Luxembourg","Number","Females","6"
"2014","Hungary","Number","Total","626"
"2014","Hungary","Number","Males","457"
"2014","Hungary","Number","Females","167"
"2014","Malta","Number","Total",":"
"2014","Malta","Number","Males",":"
"2014","Malta","Number","Females",":"
"2014","Netherlands","Number","Total","476"
"2014","Netherlands","Number","Males","342"
"2014","Netherlands","Number","Females","134"
"2014","Austria","Number","Total","430"
"2014","Austria","Number","Males","315"
"2014","Austria","Number","Females","115"
"2014","Poland","Number","Total","3,202"
"2014","Poland","Number","Males","2,431"
"2014","Poland","Number","Females","771"
"2014","Portugal","Number","Total","638"
"2014","Portugal","Number","Males","503"
"2014","Portugal","Number","Females","134"
"2014","Romania","Number","Total","1,818"
"2014","Romania","Number","Males","1,361"
"2014","Romania","Number","Females","457"
"2014","Slovenia","Number","Total",":"
"2014","Slovenia","Number","Males",":"
"2014","Slovenia","Number","Females",":"
"2014","Slovakia","Number","Total",":"
"2014","Slovakia","Number","Males",":"
"2014","Slovakia","Number","Females",":"
"2014","Finland","Number","Total","229"
"2014","Finland","Number","Males","167"
"2014","Finland","Number","Females","62"
"2014","Sweden","Number","Total","270"
"2014","Sweden","Number","Males","191"
"2014","Sweden","Number","Females","79"
"2014","United Kingdom","Number","Total","1,854"
"2014","United Kingdom","Number","Males","1,373"
"2014","United Kingdom","Number","Females","481"
"2014","Iceland","Number","Total","4"
"2014","Iceland","Number","Males","2"
"2014","Iceland","Number","Females","2"
"2014","Liechtenstein","Number","Total",":"
"2014","Liechtenstein","Number","Males",":"
"2014","Liechtenstein","Number","Females",":"
"2014","Norway","Number","Total","147"
"2014","Norway","Number","Males","108"
"2014","Norway","Number","Females","39"
"2014","Switzerland","Number","Total","243"
"2014","Switzerland","Number","Males","187"
"2014","Switzerland","Number","Females","56"
"2015","Belgium","Number","Total",":"
"2015","Belgium","Number","Males",":"
"2015","Belgium","Number","Females",":"
"2015","Bulgaria","Number","Total",":"
"2015","Bulgaria","Number","Males",":"
"2015","Bulgaria","Number","Females",":"
"2015","Czech Republic","Number","Total",":"
"2015","Czech Republic","Number","Males",":"
"2015","Czech Republic","Number","Females",":"
"2015","Denmark","Number","Total",":"
"2015","Denmark","Number","Males",":"
"2015","Denmark","Number","Females",":"
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","3,459"
"2015","Germany (until 1990 former territory of the FRG)","Number","Males","2,549"
"2015","Germany (until 1990 former territory of the FRG)","Number","Females","910"
"2015","Estonia","Number","Total","67"
"2015","Estonia","Number","Males","44"
"2015","Estonia","Number","Females","23"
"2015","Ireland","Number","Total",":"
"2015","Ireland","Number","Males",":"
"2015","Ireland","Number","Females",":"
"2015","Greece","Number","Total",":"
"2015","Greece","Number","Males",":"
"2015","Greece","Number","Females",":"
"2015","Spain","Number","Total",":"
"2015","Spain","Number","Males",":"
"2015","Spain","Number","Females",":"
"2015","France","Number","Total",":"
"2015","France","Number","Males",":"
"2015","France","Number","Females",":"
"2015","Croatia","Number","Total","348"
"2015","Croatia","Number","Males","274"
"2015","Croatia","Number","Females","74"
"2015","Italy","Number","Total",":"
"2015","Italy","Number","Males",":"
"2015","Italy","Number","Females",":"
"2015","Cyprus","Number","Total","57"
"2015","Cyprus","Number","Males","36"
"2015","Cyprus","Number","Females","21"
"2015","Latvia","Number","Total","188"
"2015","Latvia","Number","Males","142"
"2015","Latvia","Number","Females","46"
"2015","Lithuania","Number","Total",":"
"2015","Lithuania","Number","Males",":"
"2015","Lithuania","Number","Females",":"
"2015","Luxembourg","Number","Total","36"
"2015","Luxembourg","Number","Males","29"
"2015","Luxembourg","Number","Females","7"
"2015","Hungary","Number","Total",":"
"2015","Hungary","Number","Males",":"
"2015","Hungary","Number","Females",":"
"2015","Malta","Number","Total",":"
"2015","Malta","Number","Males",":"
"2015","Malta","Number","Females",":"
"2015","Netherlands","Number","Total","531"
"2015","Netherlands","Number","Males","400"
"2015","Netherlands","Number","Females","131"
"2015","Austria","Number","Total","479"
"2015","Austria","Number","Males","347"
"2015","Austria","Number","Females","132"
"2015","Poland","Number","Total",":"
"2015","Poland","Number","Males",":"
"2015","Poland","Number","Females",":"
"2015","Portugal","Number","Total",":"
"2015","Portugal","Number","Males",":"
"2015","Portugal","Number","Females",":"
"2015","Romania","Number","Total","1,893"
"2015","Romania","Number","Males","1,430"
"2015","Romania","Number","Females","463"
"2015","Slovenia","Number","Total",":"
"2015","Slovenia","Number","Males",":"
"2015","Slovenia","Number","Females",":"
"2015","Slovakia","Number","Total",":"
"2015","Slovakia","Number","Males",":"
"2015","Slovakia","Number","Females",":"
"2015","Finland","Number","Total","266"
"2015","Finland","Number","Males","194"
"2015","Finland","Number","Females","72"
"2015","Sweden","Number","Total",":"
"2015","Sweden","Number","Males",":"
"2015","Sweden","Number","Females",":"
"2015","United Kingdom","Number","Total",":"
"2015","United Kingdom","Number","Males",":"
"2015","United Kingdom","Number","Females",":"
"2015","Iceland","Number","Total","16"
"2015","Iceland","Number","Males","12"
"2015","Iceland","Number","Females","4"
"2015","Liechtenstein","Number","Total",":"
"2015","Liechtenstein","Number","Males",":"
"2015","Liechtenstein","Number","Females",":"
"2015","Norway","Number","Total","117"
"2015","Norway","Number","Males","87"
"2015","Norway","Number","Females","30"
"2015","Switzerland","Number","Total","253"
"2015","Switzerland","Number","Males","188"
"2015","Switzerland","Number","Females","65"
