"TIME","GEO","UNIT","TRA_INFR","Value"
"2011","Romania","Number","Rural roads","731"
"2011","Slovenia","Number","Motorways","20"
"2011","Slovenia","Number","Urban roads","47"
"2011","Slovenia","Number","Rural roads","74"
"2011","Slovakia","Number","Motorways",":"
"2011","Slovakia","Number","Urban roads",":"
"2011","Slovakia","Number","Rural roads",":"
"2011","Finland","Number","Motorways","11"
"2011","Finland","Number","Urban roads","74"
"2011","Finland","Number","Rural roads","207"
"2011","Sweden","Number","Motorways","18"
"2011","Sweden","Number","Urban roads","80"
"2011","Sweden","Number","Rural roads","217"
"2011","United Kingdom","Number","Motorways","99"
"2011","United Kingdom","Number","Urban roads","645"
"2011","United Kingdom","Number","Rural roads","1,216"
"2011","Iceland","Number","Motorways","0"
"2011","Iceland","Number","Urban roads","3"
"2011","Iceland","Number","Rural roads","9"
"2011","Liechtenstein","Number","Motorways",":"
"2011","Liechtenstein","Number","Urban roads",":"
"2011","Liechtenstein","Number","Rural roads",":"
"2011","Norway","Number","Motorways","0"
"2011","Norway","Number","Urban roads","41"
"2011","Norway","Number","Rural roads","126"
"2011","Switzerland","Number","Motorways","22"
"2011","Switzerland","Number","Urban roads","133"
"2011","Switzerland","Number","Rural roads","165"
"2012","Belgium","Number","Motorways","88"
"2012","Belgium","Number","Urban roads","213"
"2012","Belgium","Number","Rural roads","469"
"2012","Bulgaria","Number","Motorways",":"
"2012","Bulgaria","Number","Urban roads",":"
"2012","Bulgaria","Number","Rural roads",":"
"2012","Czech Republic","Number","Motorways","22"
"2012","Czech Republic","Number","Urban roads","265"
"2012","Czech Republic","Number","Rural roads","455"
"2012","Denmark","Number","Motorways","8"
"2012","Denmark","Number","Urban roads","59"
"2012","Denmark","Number","Rural roads","100"
"2012","Germany (until 1990 former territory of the FRG)","Number","Motorways","387"
"2012","Germany (until 1990 former territory of the FRG)","Number","Urban roads","1,062"
"2012","Germany (until 1990 former territory of the FRG)","Number","Rural roads","2,151"
"2012","Estonia","Number","Motorways",":"
"2012","Estonia","Number","Urban roads",":"
"2012","Estonia","Number","Rural roads",":"
"2012","Ireland","Number","Motorways","5"
"2012","Ireland","Number","Urban roads","36"
"2012","Ireland","Number","Rural roads","121"
"2012","Greece","Number","Motorways","57"
"2012","Greece","Number","Urban roads","499"
"2012","Greece","Number","Rural roads","432"
"2012","Spain","Number","Motorways","298"
"2012","Spain","Number","Urban roads","461"
"2012","Spain","Number","Rural roads","1,143"
"2012","France","Number","Motorways","222"
"2012","France","Number","Urban roads","1,027"
"2012","France","Number","Rural roads","2,404"
"2012","Croatia","Number","Motorways","42"
"2012","Croatia","Number","Urban roads","230"
"2012","Croatia","Number","Rural roads","121"
"2012","Italy","Number","Motorways","330"
"2012","Italy","Number","Urban roads","1,602"
"2012","Italy","Number","Rural roads","1,821"
"2012","Cyprus","Number","Motorways","3"
"2012","Cyprus","Number","Urban roads","31"
"2012","Cyprus","Number","Rural roads","17"
"2012","Latvia","Number","Motorways","0"
"2012","Latvia","Number","Urban roads","53"
"2012","Latvia","Number","Rural roads","124"
"2012","Lithuania","Number","Motorways",":"
"2012","Lithuania","Number","Urban roads",":"
"2012","Lithuania","Number","Rural roads",":"
"2012","Luxembourg","Number","Motorways","7"
"2012","Luxembourg","Number","Urban roads","7"
"2012","Luxembourg","Number","Rural roads","20"
"2012","Hungary","Number","Motorways","31"
"2012","Hungary","Number","Urban roads","210"
"2012","Hungary","Number","Rural roads","364"
"2012","Malta","Number","Motorways",":"
"2012","Malta","Number","Urban roads",":"
"2012","Malta","Number","Rural roads",":"
"2012","Netherlands","Number","Motorways","68"
"2012","Netherlands","Number","Urban roads","208"
"2012","Netherlands","Number","Rural roads","280"
"2012","Austria","Number","Motorways","50"
"2012","Austria","Number","Urban roads","151"
"2012","Austria","Number","Rural roads","330"
"2012","Poland","Number","Motorways","44"
"2012","Poland","Number","Urban roads","1,652"
"2012","Poland","Number","Rural roads","1,875"
"2012","Portugal","Number","Motorways","58"
"2012","Portugal","Number","Urban roads","397"
"2012","Portugal","Number","Rural roads","263"
"2012","Romania","Number","Motorways","17"
"2012","Romania","Number","Urban roads","1,246"
"2012","Romania","Number","Rural roads","779"
"2012","Slovenia","Number","Motorways","20"
"2012","Slovenia","Number","Urban roads","42"
"2012","Slovenia","Number","Rural roads","68"
"2012","Slovakia","Number","Motorways",":"
"2012","Slovakia","Number","Urban roads",":"
"2012","Slovakia","Number","Rural roads",":"
"2012","Finland","Number","Motorways","13"
"2012","Finland","Number","Urban roads","56"
"2012","Finland","Number","Rural roads","186"
"2012","Sweden","Number","Motorways","16"
"2012","Sweden","Number","Urban roads","87"
"2012","Sweden","Number","Rural roads","178"
"2012","United Kingdom","Number","Motorways","84"
"2012","United Kingdom","Number","Urban roads","632"
"2012","United Kingdom","Number","Rural roads","1,086"
"2012","Iceland","Number","Motorways","0"
"2012","Iceland","Number","Urban roads","2"
"2012","Iceland","Number","Rural roads","7"
"2012","Liechtenstein","Number","Motorways",":"
"2012","Liechtenstein","Number","Urban roads",":"
"2012","Liechtenstein","Number","Rural roads",":"
"2012","Norway","Number","Motorways","0"
"2012","Norway","Number","Urban roads","0"
"2012","Norway","Number","Rural roads","0"
"2012","Switzerland","Number","Motorways","63"
"2012","Switzerland","Number","Urban roads","125"
"2012","Switzerland","Number","Rural roads","151"
"2013","Belgium","Number","Motorways","93"
"2013","Belgium","Number","Urban roads","179"
"2013","Belgium","Number","Rural roads","451"
"2013","Bulgaria","Number","Motorways",":"
"2013","Bulgaria","Number","Urban roads",":"
"2013","Bulgaria","Number","Rural roads",":"
"2013","Czech Republic","Number","Motorways","25"
"2013","Czech Republic","Number","Urban roads","241"
"2013","Czech Republic","Number","Rural roads","388"
"2013","Denmark","Number","Motorways","12"
"2013","Denmark","Number","Urban roads","59"
"2013","Denmark","Number","Rural roads","120"
"2013","Germany (until 1990 former territory of the FRG)","Number","Motorways","428"
"2013","Germany (until 1990 former territory of the FRG)","Number","Urban roads","977"
"2013","Germany (until 1990 former territory of the FRG)","Number","Rural roads","1,934"
"2013","Estonia","Number","Motorways",":"
"2013","Estonia","Number","Urban roads",":"
"2013","Estonia","Number","Rural roads",":"
"2013","Ireland","Number","Motorways","8"
"2013","Ireland","Number","Urban roads","35"
"2013","Ireland","Number","Rural roads","145"
"2013","Greece","Number","Motorways","79"
"2013","Greece","Number","Urban roads","464"
"2013","Greece","Number","Rural roads","336"
"2013","Spain","Number","Motorways","291"
"2013","Spain","Number","Urban roads","450"
"2013","Spain","Number","Rural roads","939"
"2013","France","Number","Motorways","238"
"2013","France","Number","Urban roads","932"
"2013","France","Number","Rural roads","2,098"
"2013","Croatia","Number","Motorways","38"
"2013","Croatia","Number","Urban roads","213"
"2013","Croatia","Number","Rural roads","117"
"2013","Italy","Number","Motorways","321"
"2013","Italy","Number","Urban roads","1,428"
"2013","Italy","Number","Rural roads","1,652"
"2013","Cyprus","Number","Motorways","2"
"2013","Cyprus","Number","Urban roads","30"
"2013","Cyprus","Number","Rural roads","12"
"2013","Latvia","Number","Motorways","0"
"2013","Latvia","Number","Urban roads","53"
"2013","Latvia","Number","Rural roads","126"
"2013","Lithuania","Number","Motorways","0"
"2013","Lithuania","Number","Urban roads","0"
"2013","Lithuania","Number","Rural roads","0"
"2013","Luxembourg","Number","Motorways","6"
"2013","Luxembourg","Number","Urban roads","15"
"2013","Luxembourg","Number","Rural roads","24"
"2013","Hungary","Number","Motorways","30"
"2013","Hungary","Number","Urban roads","232"
"2013","Hungary","Number","Rural roads","329"
"2013","Malta","Number","Motorways",":"
"2013","Malta","Number","Urban roads",":"
"2013","Malta","Number","Rural roads",":"
"2013","Netherlands","Number","Motorways","57"
"2013","Netherlands","Number","Urban roads","201"
"2013","Netherlands","Number","Rural roads","203"
"2013","Austria","Number","Motorways","31"
"2013","Austria","Number","Urban roads","115"
"2013","Austria","Number","Rural roads","309"
"2013","Poland","Number","Motorways","40"
"2013","Poland","Number","Urban roads","1,581"
"2013","Poland","Number","Rural roads","1,736"
"2013","Portugal","Number","Motorways","44"
"2013","Portugal","Number","Urban roads","352"
"2013","Portugal","Number","Rural roads","241"
"2013","Romania","Number","Motorways","24"
"2013","Romania","Number","Urban roads","1,160"
"2013","Romania","Number","Rural roads","677"
"2013","Slovenia","Number","Motorways","16"
"2013","Slovenia","Number","Urban roads","53"
"2013","Slovenia","Number","Rural roads","56"
"2013","Slovakia","Number","Motorways",":"
"2013","Slovakia","Number","Urban roads",":"
"2013","Slovakia","Number","Rural roads",":"
"2013","Finland","Number","Motorways","8"
"2013","Finland","Number","Urban roads","57"
"2013","Finland","Number","Rural roads","193"
"2013","Sweden","Number","Motorways","18"
"2013","Sweden","Number","Urban roads","55"
"2013","Sweden","Number","Rural roads","181"
"2013","United Kingdom","Number","Motorways","93"
"2013","United Kingdom","Number","Urban roads","553"
"2013","United Kingdom","Number","Rural roads","1,124"
"2013","Iceland","Number","Motorways","0"
"2013","Iceland","Number","Urban roads","4"
"2013","Iceland","Number","Rural roads","11"
"2013","Liechtenstein","Number","Motorways",":"
"2013","Liechtenstein","Number","Urban roads",":"
"2013","Liechtenstein","Number","Rural roads",":"
"2013","Norway","Number","Motorways","0"
"2013","Norway","Number","Urban roads","31"
"2013","Norway","Number","Rural roads","153"
"2013","Switzerland","Number","Motorways","23"
"2013","Switzerland","Number","Urban roads","113"
"2013","Switzerland","Number","Rural roads","133"
"2014","Belgium","Number","Motorways","105"
"2014","Belgium","Number","Urban roads","188"
"2014","Belgium","Number","Rural roads","420"
"2014","Bulgaria","Number","Motorways",":"
"2014","Bulgaria","Number","Urban roads",":"
"2014","Bulgaria","Number","Rural roads",":"
"2014","Czech Republic","Number","Motorways","23"
"2014","Czech Republic","Number","Urban roads","234"
"2014","Czech Republic","Number","Rural roads","431"
"2014","Denmark","Number","Motorways","14"
"2014","Denmark","Number","Urban roads","46"
"2014","Denmark","Number","Rural roads","122"
"2014","Germany (until 1990 former territory of the FRG)","Number","Motorways","375"
"2014","Germany (until 1990 former territory of the FRG)","Number","Urban roads","983"
"2014","Germany (until 1990 former territory of the FRG)","Number","Rural roads","2,019"
"2014","Estonia","Number","Motorways","0"
"2014","Estonia","Number","Urban roads","22"
"2014","Estonia","Number","Rural roads","56"
"2014","Ireland","Number","Motorways",":"
"2014","Ireland","Number","Urban roads",":"
"2014","Ireland","Number","Rural roads",":"
"2014","Greece","Number","Motorways","56"
"2014","Greece","Number","Urban roads","401"
"2014","Greece","Number","Rural roads","338"
"2014","Spain","Number","Motorways","290"
"2014","Spain","Number","Urban roads","441"
"2014","Spain","Number","Rural roads","957"
"2014","France","Number","Motorways","220"
"2014","France","Number","Urban roads","993"
"2014","France","Number","Rural roads","2,171"
"2014","Croatia","Number","Motorways","22"
"2014","Croatia","Number","Urban roads","191"
"2014","Croatia","Number","Rural roads","95"
"2014","Italy","Number","Motorways","287"
"2014","Italy","Number","Urban roads","1,505"
"2014","Italy","Number","Rural roads","1,589"
"2014","Cyprus","Number","Motorways","3"
"2014","Cyprus","Number","Urban roads","34"
"2014","Cyprus","Number","Rural roads","8"
"2014","Latvia","Number","Motorways","0"
"2014","Latvia","Number","Urban roads","69"
"2014","Latvia","Number","Rural roads","143"
"2014","Lithuania","Number","Motorways",":"
"2014","Lithuania","Number","Urban roads",":"
"2014","Lithuania","Number","Rural roads",":"
"2014","Luxembourg","Number","Motorways","3"
"2014","Luxembourg","Number","Urban roads","9"
"2014","Luxembourg","Number","Rural roads","23"
"2014","Hungary","Number","Motorways","27"
"2014","Hungary","Number","Urban roads","237"
"2014","Hungary","Number","Rural roads","362"
"2014","Malta","Number","Motorways",":"
"2014","Malta","Number","Urban roads",":"
"2014","Malta","Number","Rural roads",":"
"2014","Netherlands","Number","Motorways","57"
"2014","Netherlands","Number","Urban roads","158"
"2014","Netherlands","Number","Rural roads","205"
"2014","Austria","Number","Motorways","36"
"2014","Austria","Number","Urban roads","123"
"2014","Austria","Number","Rural roads","271"
"2014","Poland","Number","Motorways","56"
"2014","Poland","Number","Urban roads","1,466"
"2014","Poland","Number","Rural roads","1,680"
"2014","Portugal","Number","Motorways","50"
"2014","Portugal","Number","Urban roads","347"
"2014","Portugal","Number","Rural roads","241"
"2014","Romania","Number","Motorways","21"
"2014","Romania","Number","Urban roads","1,146"
"2014","Romania","Number","Rural roads","651"
"2014","Slovenia","Number","Motorways",":"
"2014","Slovenia","Number","Urban roads",":"
"2014","Slovenia","Number","Rural roads",":"
"2014","Slovakia","Number","Motorways",":"
"2014","Slovakia","Number","Urban roads",":"
"2014","Slovakia","Number","Rural roads",":"
"2014","Finland","Number","Motorways","8"
"2014","Finland","Number","Urban roads","62"
"2014","Finland","Number","Rural roads","159"
"2014","Sweden","Number","Motorways","31"
"2014","Sweden","Number","Urban roads","67"
"2014","Sweden","Number","Rural roads","158"
"2014","United Kingdom","Number","Motorways","81"
"2014","United Kingdom","Number","Urban roads","631"
"2014","United Kingdom","Number","Rural roads","1,142"
"2014","Iceland","Number","Motorways","0"
"2014","Iceland","Number","Urban roads","0"
"2014","Iceland","Number","Rural roads","4"
"2014","Liechtenstein","Number","Motorways",":"
"2014","Liechtenstein","Number","Urban roads",":"
"2014","Liechtenstein","Number","Rural roads",":"
"2014","Norway","Number","Motorways","0"
"2014","Norway","Number","Urban roads","30"
"2014","Norway","Number","Rural roads","117"
"2014","Switzerland","Number","Motorways","12"
"2014","Switzerland","Number","Urban roads","93"
"2014","Switzerland","Number","Rural roads","138"
"2015","Belgium","Number","Motorways",":"
"2015","Belgium","Number","Urban roads",":"
"2015","Belgium","Number","Rural roads",":"
"2015","Bulgaria","Number","Motorways",":"
"2015","Bulgaria","Number","Urban roads",":"
"2015","Bulgaria","Number","Rural roads",":"
"2015","Czech Republic","Number","Motorways",":"
"2015","Czech Republic","Number","Urban roads",":"
"2015","Czech Republic","Number","Rural roads",":"
"2015","Denmark","Number","Motorways",":"
"2015","Denmark","Number","Urban roads",":"
"2015","Denmark","Number","Rural roads",":"
"2015","Germany (until 1990 former territory of the FRG)","Number","Motorways","414"
"2015","Germany (until 1990 former territory of the FRG)","Number","Urban roads","1,048"
"2015","Germany (until 1990 former territory of the FRG)","Number","Rural roads","1,997"
"2015","Estonia","Number","Motorways",":"
"2015","Estonia","Number","Urban roads",":"
"2015","Estonia","Number","Rural roads",":"
"2015","Ireland","Number","Motorways",":"
"2015","Ireland","Number","Urban roads",":"
"2015","Ireland","Number","Rural roads",":"
"2015","Greece","Number","Motorways",":"
"2015","Greece","Number","Urban roads",":"
"2015","Greece","Number","Rural roads",":"
"2015","Spain","Number","Motorways",":"
"2015","Spain","Number","Urban roads",":"
"2015","Spain","Number","Rural roads",":"
"2015","France","Number","Motorways",":"
"2015","France","Number","Urban roads",":"
"2015","France","Number","Rural roads",":"
"2015","Croatia","Number","Motorways","16"
"2015","Croatia","Number","Urban roads","220"
"2015","Croatia","Number","Rural roads","112"
"2015","Italy","Number","Motorways",":"
"2015","Italy","Number","Urban roads",":"
"2015","Italy","Number","Rural roads",":"
"2015","Cyprus","Number","Motorways","6"
"2015","Cyprus","Number","Urban roads","37"
"2015","Cyprus","Number","Rural roads","14"
"2015","Latvia","Number","Motorways","0"
"2015","Latvia","Number","Urban roads","44"
"2015","Latvia","Number","Rural roads","144"
"2015","Lithuania","Number","Motorways",":"
"2015","Lithuania","Number","Urban roads",":"
"2015","Lithuania","Number","Rural roads",":"
"2015","Luxembourg","Number","Motorways","3"
"2015","Luxembourg","Number","Urban roads","5"
"2015","Luxembourg","Number","Rural roads","28"
"2015","Hungary","Number","Motorways",":"
"2015","Hungary","Number","Urban roads",":"
"2015","Hungary","Number","Rural roads",":"
"2015","Malta","Number","Motorways",":"
"2015","Malta","Number","Urban roads",":"
"2015","Malta","Number","Rural roads",":"
"2015","Netherlands","Number","Motorways","79"
"2015","Netherlands","Number","Urban roads","126"
"2015","Netherlands","Number","Rural roads","305"
"2015","Austria","Number","Motorways","41"
"2015","Austria","Number","Urban roads","128"
"2015","Austria","Number","Rural roads","310"
"2015","Poland","Number","Motorways",":"
"2015","Poland","Number","Urban roads",":"
"2015","Poland","Number","Rural roads",":"
"2015","Portugal","Number","Motorways",":"
"2015","Portugal","Number","Urban roads",":"
"2015","Portugal","Number","Rural roads",":"
"2015","Romania","Number","Motorways","19"
"2015","Romania","Number","Urban roads","1,154"
"2015","Romania","Number","Rural roads","720"
"2015","Slovenia","Number","Motorways",":"
"2015","Slovenia","Number","Urban roads",":"
"2015","Slovenia","Number","Rural roads",":"
"2015","Slovakia","Number","Motorways",":"
"2015","Slovakia","Number","Urban roads",":"
"2015","Slovakia","Number","Rural roads",":"
"2015","Finland","Number","Motorways","6"
"2015","Finland","Number","Urban roads","73"
"2015","Finland","Number","Rural roads","187"
"2015","Sweden","Number","Motorways",":"
"2015","Sweden","Number","Urban roads",":"
"2015","Sweden","Number","Rural roads",":"
"2015","United Kingdom","Number","Motorways",":"
"2015","United Kingdom","Number","Urban roads",":"
"2015","United Kingdom","Number","Rural roads",":"
"2015","Iceland","Number","Motorways","0"
"2015","Iceland","Number","Urban roads","3"
"2015","Iceland","Number","Rural roads","13"
"2015","Liechtenstein","Number","Motorways",":"
"2015","Liechtenstein","Number","Urban roads",":"
"2015","Liechtenstein","Number","Rural roads",":"
"2015","Norway","Number","Motorways","0"
"2015","Norway","Number","Urban roads","22"
"2015","Norway","Number","Rural roads","95"
"2015","Switzerland","Number","Motorways","21"
"2015","Switzerland","Number","Urban roads","119"
"2015","Switzerland","Number","Rural roads","113"
