GEO,AGE,UNIT,TIME,SEX,Value,Flag and Footnotes
Licko-senjska zupanija,84 years,Number,2011,Females,203,
Licko-senjska zupanija,85 years,Number,2011,Total,205,
Licko-senjska zupanija,85 years,Number,2011,Males,66,
Licko-senjska zupanija,85 years,Number,2011,Females,139,
Licko-senjska zupanija,86 years,Number,2011,Total,172,
Licko-senjska zupanija,86 years,Number,2011,Males,46,
Licko-senjska zupanija,86 years,Number,2011,Females,126,
Licko-senjska zupanija,87 years,Number,2011,Total,133,
Licko-senjska zupanija,87 years,Number,2011,Males,31,
Licko-senjska zupanija,87 years,Number,2011,Females,102,
Licko-senjska zupanija,88 years,Number,2011,Total,110,
Licko-senjska zupanija,88 years,Number,2011,Males,25,
Licko-senjska zupanija,88 years,Number,2011,Females,85,
Licko-senjska zupanija,89 years,Number,2011,Total,91,
Licko-senjska zupanija,89 years,Number,2011,Males,13,
Licko-senjska zupanija,89 years,Number,2011,Females,78,
Licko-senjska zupanija,90 years,Number,2011,Total,71,
Licko-senjska zupanija,90 years,Number,2011,Males,23,
Licko-senjska zupanija,90 years,Number,2011,Females,48,
Licko-senjska zupanija,91 years,Number,2011,Total,42,
Licko-senjska zupanija,91 years,Number,2011,Males,10,
Licko-senjska zupanija,91 years,Number,2011,Females,32,
Licko-senjska zupanija,92 years,Number,2011,Total,18,
Licko-senjska zupanija,92 years,Number,2011,Males,4,
Licko-senjska zupanija,92 years,Number,2011,Females,14,
Licko-senjska zupanija,93 years,Number,2011,Total,5,
Licko-senjska zupanija,93 years,Number,2011,Males,:,
Licko-senjska zupanija,93 years,Number,2011,Females,4,
Licko-senjska zupanija,94 years,Number,2011,Total,8,
Licko-senjska zupanija,94 years,Number,2011,Males,:,
Licko-senjska zupanija,94 years,Number,2011,Females,5,
Licko-senjska zupanija,95 years,Number,2011,Total,4,
Licko-senjska zupanija,95 years,Number,2011,Males,:,
Licko-senjska zupanija,95 years,Number,2011,Females,:,
Licko-senjska zupanija,96 years,Number,2011,Total,15,
Licko-senjska zupanija,96 years,Number,2011,Males,:,
Licko-senjska zupanija,96 years,Number,2011,Females,12,
Licko-senjska zupanija,97 years,Number,2011,Total,4,
Licko-senjska zupanija,97 years,Number,2011,Males,0,
Licko-senjska zupanija,97 years,Number,2011,Females,4,
Licko-senjska zupanija,98 years,Number,2011,Total,8,
Licko-senjska zupanija,98 years,Number,2011,Males,:,
Licko-senjska zupanija,98 years,Number,2011,Females,7,
Licko-senjska zupanija,99 years,Number,2011,Total,:,
Licko-senjska zupanija,99 years,Number,2011,Males,:,
Licko-senjska zupanija,99 years,Number,2011,Females,:,
Licko-senjska zupanija,100 years or over,Number,2011,Total,:,
Licko-senjska zupanija,100 years or over,Number,2011,Males,0,
Licko-senjska zupanija,100 years or over,Number,2011,Females,:,
Zadarska zupanija,Total,Number,2011,Total,170017,
Zadarska zupanija,Total,Number,2011,Males,83504,
Zadarska zupanija,Total,Number,2011,Females,86513,
Zadarska zupanija,Less than 1 year,Number,2011,Total,1722,
Zadarska zupanija,Less than 1 year,Number,2011,Males,906,
Zadarska zupanija,Less than 1 year,Number,2011,Females,816,
Zadarska zupanija,1 year,Number,2011,Total,1782,
Zadarska zupanija,1 year,Number,2011,Males,892,
Zadarska zupanija,1 year,Number,2011,Females,890,
Zadarska zupanija,2 years,Number,2011,Total,1812,
Zadarska zupanija,2 years,Number,2011,Males,927,
Zadarska zupanija,2 years,Number,2011,Females,885,
Zadarska zupanija,3 years,Number,2011,Total,1736,
Zadarska zupanija,3 years,Number,2011,Males,882,
Zadarska zupanija,3 years,Number,2011,Females,854,
Zadarska zupanija,4 years,Number,2011,Total,1684,
Zadarska zupanija,4 years,Number,2011,Males,867,
Zadarska zupanija,4 years,Number,2011,Females,817,
Zadarska zupanija,5 years,Number,2011,Total,1780,
Zadarska zupanija,5 years,Number,2011,Males,912,
Zadarska zupanija,5 years,Number,2011,Females,868,
Zadarska zupanija,6 years,Number,2011,Total,1694,
Zadarska zupanija,6 years,Number,2011,Males,884,
Zadarska zupanija,6 years,Number,2011,Females,810,
Zadarska zupanija,7 years,Number,2011,Total,1578,
Zadarska zupanija,7 years,Number,2011,Males,779,
Zadarska zupanija,7 years,Number,2011,Females,799,
Zadarska zupanija,8 years,Number,2011,Total,1591,
Zadarska zupanija,8 years,Number,2011,Males,795,
Zadarska zupanija,8 years,Number,2011,Females,796,
Zadarska zupanija,9 years,Number,2011,Total,1699,
Zadarska zupanija,9 years,Number,2011,Males,854,
Zadarska zupanija,9 years,Number,2011,Females,845,
Zadarska zupanija,10 years,Number,2011,Total,1820,
Zadarska zupanija,10 years,Number,2011,Males,948,
Zadarska zupanija,10 years,Number,2011,Females,872,
Zadarska zupanija,11 years,Number,2011,Total,1867,
Zadarska zupanija,11 years,Number,2011,Males,967,
Zadarska zupanija,11 years,Number,2011,Females,900,
Zadarska zupanija,12 years,Number,2011,Total,1878,
Zadarska zupanija,12 years,Number,2011,Males,956,
Zadarska zupanija,12 years,Number,2011,Females,922,
Zadarska zupanija,13 years,Number,2011,Total,2039,
Zadarska zupanija,13 years,Number,2011,Males,1057,
Zadarska zupanija,13 years,Number,2011,Females,982,
Zadarska zupanija,14 years,Number,2011,Total,2155,
Zadarska zupanija,14 years,Number,2011,Males,1112,
Zadarska zupanija,14 years,Number,2011,Females,1043,
Zadarska zupanija,15 years,Number,2011,Total,2018,
Zadarska zupanija,15 years,Number,2011,Males,1031,
Zadarska zupanija,15 years,Number,2011,Females,987,
Zadarska zupanija,16 years,Number,2011,Total,2057,
Zadarska zupanija,16 years,Number,2011,Males,1040,
Zadarska zupanija,16 years,Number,2011,Females,1017,
Zadarska zupanija,17 years,Number,2011,Total,2037,
Zadarska zupanija,17 years,Number,2011,Males,1027,
Zadarska zupanija,17 years,Number,2011,Females,1010,
Zadarska zupanija,18 years,Number,2011,Total,1978,
Zadarska zupanija,18 years,Number,2011,Males,1013,
Zadarska zupanija,18 years,Number,2011,Females,965,
Zadarska zupanija,19 years,Number,2011,Total,2005,
Zadarska zupanija,19 years,Number,2011,Males,1048,
Zadarska zupanija,19 years,Number,2011,Females,957,
Zadarska zupanija,20 years,Number,2011,Total,2080,
Zadarska zupanija,20 years,Number,2011,Males,1018,
Zadarska zupanija,20 years,Number,2011,Females,1062,
Zadarska zupanija,21 years,Number,2011,Total,2081,
Zadarska zupanija,21 years,Number,2011,Males,1031,
Zadarska zupanija,21 years,Number,2011,Females,1050,
Zadarska zupanija,22 years,Number,2011,Total,1977,
Zadarska zupanija,22 years,Number,2011,Males,1033,
Zadarska zupanija,22 years,Number,2011,Females,944,
Zadarska zupanija,23 years,Number,2011,Total,2079,
Zadarska zupanija,23 years,Number,2011,Males,1055,
Zadarska zupanija,23 years,Number,2011,Females,1024,
Zadarska zupanija,24 years,Number,2011,Total,1975,
Zadarska zupanija,24 years,Number,2011,Males,997,
Zadarska zupanija,24 years,Number,2011,Females,978,
Zadarska zupanija,25 years,Number,2011,Total,2109,
Zadarska zupanija,25 years,Number,2011,Males,1077,
Zadarska zupanija,25 years,Number,2011,Females,1032,
Zadarska zupanija,26 years,Number,2011,Total,2168,
Zadarska zupanija,26 years,Number,2011,Males,1083,
Zadarska zupanija,26 years,Number,2011,Females,1085,
Zadarska zupanija,27 years,Number,2011,Total,2159,
Zadarska zupanija,27 years,Number,2011,Males,1042,
Zadarska zupanija,27 years,Number,2011,Females,1117,
Zadarska zupanija,28 years,Number,2011,Total,2272,
Zadarska zupanija,28 years,Number,2011,Males,1145,
Zadarska zupanija,28 years,Number,2011,Females,1127,
Zadarska zupanija,29 years,Number,2011,Total,2257,
Zadarska zupanija,29 years,Number,2011,Males,1171,
Zadarska zupanija,29 years,Number,2011,Females,1086,
Zadarska zupanija,30 years,Number,2011,Total,2255,
Zadarska zupanija,30 years,Number,2011,Males,1186,
Zadarska zupanija,30 years,Number,2011,Females,1069,
Zadarska zupanija,31 years,Number,2011,Total,2279,
Zadarska zupanija,31 years,Number,2011,Males,1112,
Zadarska zupanija,31 years,Number,2011,Females,1167,
Zadarska zupanija,32 years,Number,2011,Total,2294,
Zadarska zupanija,32 years,Number,2011,Males,1122,
Zadarska zupanija,32 years,Number,2011,Females,1172,
Zadarska zupanija,33 years,Number,2011,Total,2252,
Zadarska zupanija,33 years,Number,2011,Males,1156,
Zadarska zupanija,33 years,Number,2011,Females,1096,
Zadarska zupanija,34 years,Number,2011,Total,2257,
Zadarska zupanija,34 years,Number,2011,Males,1116,
Zadarska zupanija,34 years,Number,2011,Females,1141,
Zadarska zupanija,35 years,Number,2011,Total,2205,
Zadarska zupanija,35 years,Number,2011,Males,1084,
Zadarska zupanija,35 years,Number,2011,Females,1121,
Zadarska zupanija,36 years,Number,2011,Total,2262,
Zadarska zupanija,36 years,Number,2011,Males,1127,
Zadarska zupanija,36 years,Number,2011,Females,1135,
Zadarska zupanija,37 years,Number,2011,Total,2156,
Zadarska zupanija,37 years,Number,2011,Males,1062,
Zadarska zupanija,37 years,Number,2011,Females,1094,
Zadarska zupanija,38 years,Number,2011,Total,2188,
Zadarska zupanija,38 years,Number,2011,Males,1125,
Zadarska zupanija,38 years,Number,2011,Females,1063,
Zadarska zupanija,39 years,Number,2011,Total,2156,
Zadarska zupanija,39 years,Number,2011,Males,1091,
Zadarska zupanija,39 years,Number,2011,Females,1065,
Zadarska zupanija,40 years,Number,2011,Total,1928,
Zadarska zupanija,40 years,Number,2011,Males,999,
Zadarska zupanija,40 years,Number,2011,Females,929,
Zadarska zupanija,41 years,Number,2011,Total,2175,
Zadarska zupanija,41 years,Number,2011,Males,1079,
Zadarska zupanija,41 years,Number,2011,Females,1096,
Zadarska zupanija,42 years,Number,2011,Total,2190,
Zadarska zupanija,42 years,Number,2011,Males,1139,
Zadarska zupanija,42 years,Number,2011,Females,1051,
Zadarska zupanija,43 years,Number,2011,Total,2277,
Zadarska zupanija,43 years,Number,2011,Males,1166,
Zadarska zupanija,43 years,Number,2011,Females,1111,
Zadarska zupanija,44 years,Number,2011,Total,2360,
Zadarska zupanija,44 years,Number,2011,Males,1142,
Zadarska zupanija,44 years,Number,2011,Females,1218,
Zadarska zupanija,45 years,Number,2011,Total,2324,
Zadarska zupanija,45 years,Number,2011,Males,1168,
Zadarska zupanija,45 years,Number,2011,Females,1156,
Zadarska zupanija,46 years,Number,2011,Total,2314,
Zadarska zupanija,46 years,Number,2011,Males,1149,
Zadarska zupanija,46 years,Number,2011,Females,1165,
Zadarska zupanija,47 years,Number,2011,Total,2145,
Zadarska zupanija,47 years,Number,2011,Males,1104,
Zadarska zupanija,47 years,Number,2011,Females,1041,
Zadarska zupanija,48 years,Number,2011,Total,2290,
Zadarska zupanija,48 years,Number,2011,Males,1123,
Zadarska zupanija,48 years,Number,2011,Females,1167,
Zadarska zupanija,49 years,Number,2011,Total,2303,
Zadarska zupanija,49 years,Number,2011,Males,1147,
Zadarska zupanija,49 years,Number,2011,Females,1156,
Zadarska zupanija,50 years,Number,2011,Total,2351,
Zadarska zupanija,50 years,Number,2011,Males,1176,
Zadarska zupanija,50 years,Number,2011,Females,1175,
Zadarska zupanija,51 years,Number,2011,Total,2370,
Zadarska zupanija,51 years,Number,2011,Males,1255,
Zadarska zupanija,51 years,Number,2011,Females,1115,
Zadarska zupanija,52 years,Number,2011,Total,2442,
Zadarska zupanija,52 years,Number,2011,Males,1230,
Zadarska zupanija,52 years,Number,2011,Females,1212,
Zadarska zupanija,53 years,Number,2011,Total,2403,
Zadarska zupanija,53 years,Number,2011,Males,1270,
Zadarska zupanija,53 years,Number,2011,Females,1133,
Zadarska zupanija,54 years,Number,2011,Total,2441,
Zadarska zupanija,54 years,Number,2011,Males,1210,
Zadarska zupanija,54 years,Number,2011,Females,1231,
Zadarska zupanija,55 years,Number,2011,Total,2416,
Zadarska zupanija,55 years,Number,2011,Males,1259,
Zadarska zupanija,55 years,Number,2011,Females,1157,
Zadarska zupanija,56 years,Number,2011,Total,2530,
Zadarska zupanija,56 years,Number,2011,Males,1303,
Zadarska zupanija,56 years,Number,2011,Females,1227,
Zadarska zupanija,57 years,Number,2011,Total,2385,
Zadarska zupanija,57 years,Number,2011,Males,1219,
Zadarska zupanija,57 years,Number,2011,Females,1166,
Zadarska zupanija,58 years,Number,2011,Total,2513,
Zadarska zupanija,58 years,Number,2011,Males,1229,
Zadarska zupanija,58 years,Number,2011,Females,1284,
Zadarska zupanija,59 years,Number,2011,Total,2127,
Zadarska zupanija,59 years,Number,2011,Males,1080,
Zadarska zupanija,59 years,Number,2011,Females,1047,
Zadarska zupanija,60 years,Number,2011,Total,2363,
Zadarska zupanija,60 years,Number,2011,Males,1196,
Zadarska zupanija,60 years,Number,2011,Females,1167,
Zadarska zupanija,61 years,Number,2011,Total,2512,
Zadarska zupanija,61 years,Number,2011,Males,1268,
Zadarska zupanija,61 years,Number,2011,Females,1244,
Zadarska zupanija,62 years,Number,2011,Total,2177,
Zadarska zupanija,62 years,Number,2011,Males,1059,
Zadarska zupanija,62 years,Number,2011,Females,1118,
Zadarska zupanija,63 years,Number,2011,Total,2275,
Zadarska zupanija,63 years,Number,2011,Males,1103,
Zadarska zupanija,63 years,Number,2011,Females,1172,
Zadarska zupanija,64 years,Number,2011,Total,2485,
Zadarska zupanija,64 years,Number,2011,Males,1207,
Zadarska zupanija,64 years,Number,2011,Females,1278,
Zadarska zupanija,65 years,Number,2011,Total,1441,
Zadarska zupanija,65 years,Number,2011,Males,676,
Zadarska zupanija,65 years,Number,2011,Females,765,
Zadarska zupanija,66 years,Number,2011,Total,1657,
Zadarska zupanija,66 years,Number,2011,Males,789,
Zadarska zupanija,66 years,Number,2011,Females,868,
Zadarska zupanija,67 years,Number,2011,Total,1685,
Zadarska zupanija,67 years,Number,2011,Males,761,
Zadarska zupanija,67 years,Number,2011,Females,924,
Zadarska zupanija,68 years,Number,2011,Total,1731,
Zadarska zupanija,68 years,Number,2011,Males,826,
Zadarska zupanija,68 years,Number,2011,Females,905,
Zadarska zupanija,69 years,Number,2011,Total,1878,
Zadarska zupanija,69 years,Number,2011,Males,909,
Zadarska zupanija,69 years,Number,2011,Females,969,
Zadarska zupanija,70 years,Number,2011,Total,1883,
Zadarska zupanija,70 years,Number,2011,Males,900,
Zadarska zupanija,70 years,Number,2011,Females,983,
Zadarska zupanija,71 years,Number,2011,Total,1852,
Zadarska zupanija,71 years,Number,2011,Males,851,
Zadarska zupanija,71 years,Number,2011,Females,1001,
Zadarska zupanija,72 years,Number,2011,Total,1834,
Zadarska zupanija,72 years,Number,2011,Males,840,
Zadarska zupanija,72 years,Number,2011,Females,994,
Zadarska zupanija,73 years,Number,2011,Total,1687,
Zadarska zupanija,73 years,Number,2011,Males,757,
Zadarska zupanija,73 years,Number,2011,Females,930,
Zadarska zupanija,74 years,Number,2011,Total,1580,
Zadarska zupanija,74 years,Number,2011,Males,689,
Zadarska zupanija,74 years,Number,2011,Females,891,
Zadarska zupanija,75 years,Number,2011,Total,1657,
Zadarska zupanija,75 years,Number,2011,Males,740,
Zadarska zupanija,75 years,Number,2011,Females,917,
Zadarska zupanija,76 years,Number,2011,Total,1601,
Zadarska zupanija,76 years,Number,2011,Males,678,
Zadarska zupanija,76 years,Number,2011,Females,923,
Zadarska zupanija,77 years,Number,2011,Total,1628,
Zadarska zupanija,77 years,Number,2011,Males,695,
Zadarska zupanija,77 years,Number,2011,Females,933,
Zadarska zupanija,78 years,Number,2011,Total,1287,
Zadarska zupanija,78 years,Number,2011,Males,515,
Zadarska zupanija,78 years,Number,2011,Females,772,
Zadarska zupanija,79 years,Number,2011,Total,1124,
Zadarska zupanija,79 years,Number,2011,Males,474,
Zadarska zupanija,79 years,Number,2011,Females,650,
Zadarska zupanija,80 years,Number,2011,Total,1130,
Zadarska zupanija,80 years,Number,2011,Males,439,
Zadarska zupanija,80 years,Number,2011,Females,691,
Zadarska zupanija,81 years,Number,2011,Total,959,
Zadarska zupanija,81 years,Number,2011,Males,382,
Zadarska zupanija,81 years,Number,2011,Females,577,
Zadarska zupanija,82 years,Number,2011,Total,816,
Zadarska zupanija,82 years,Number,2011,Males,289,
Zadarska zupanija,82 years,Number,2011,Females,527,
Zadarska zupanija,83 years,Number,2011,Total,716,
Zadarska zupanija,83 years,Number,2011,Males,275,
Zadarska zupanija,83 years,Number,2011,Females,441,
Zadarska zupanija,84 years,Number,2011,Total,684,
Zadarska zupanija,84 years,Number,2011,Males,230,
Zadarska zupanija,84 years,Number,2011,Females,454,
Zadarska zupanija,85 years,Number,2011,Total,556,
Zadarska zupanija,85 years,Number,2011,Males,188,
Zadarska zupanija,85 years,Number,2011,Females,368,
Zadarska zupanija,86 years,Number,2011,Total,447,
Zadarska zupanija,86 years,Number,2011,Males,124,
Zadarska zupanija,86 years,Number,2011,Females,323,
Zadarska zupanija,87 years,Number,2011,Total,374,
Zadarska zupanija,87 years,Number,2011,Males,102,
Zadarska zupanija,87 years,Number,2011,Females,272,
Zadarska zupanija,88 years,Number,2011,Total,333,
Zadarska zupanija,88 years,Number,2011,Males,96,
Zadarska zupanija,88 years,Number,2011,Females,237,
Zadarska zupanija,89 years,Number,2011,Total,340,
Zadarska zupanija,89 years,Number,2011,Males,98,
Zadarska zupanija,89 years,Number,2011,Females,242,
Zadarska zupanija,90 years,Number,2011,Total,262,
Zadarska zupanija,90 years,Number,2011,Males,69,
Zadarska zupanija,90 years,Number,2011,Females,193,
Zadarska zupanija,91 years,Number,2011,Total,176,
Zadarska zupanija,91 years,Number,2011,Males,44,
Zadarska zupanija,91 years,Number,2011,Females,132,
Zadarska zupanija,92 years,Number,2011,Total,52,
Zadarska zupanija,92 years,Number,2011,Males,13,
Zadarska zupanija,92 years,Number,2011,Females,39,
Zadarska zupanija,93 years,Number,2011,Total,35,
Zadarska zupanija,93 years,Number,2011,Males,9,
Zadarska zupanija,93 years,Number,2011,Females,26,
Zadarska zupanija,94 years,Number,2011,Total,18,
Zadarska zupanija,94 years,Number,2011,Males,7,
Zadarska zupanija,94 years,Number,2011,Females,11,
Zadarska zupanija,95 years,Number,2011,Total,19,
Zadarska zupanija,95 years,Number,2011,Males,7,
Zadarska zupanija,95 years,Number,2011,Females,12,
Zadarska zupanija,96 years,Number,2011,Total,26,
Zadarska zupanija,96 years,Number,2011,Males,7,
Zadarska zupanija,96 years,Number,2011,Females,19,
Zadarska zupanija,97 years,Number,2011,Total,23,
Zadarska zupanija,97 years,Number,2011,Males,5,
Zadarska zupanija,97 years,Number,2011,Females,18,
Zadarska zupanija,98 years,Number,2011,Total,17,
Zadarska zupanija,98 years,Number,2011,Males,5,
Zadarska zupanija,98 years,Number,2011,Females,12,
Zadarska zupanija,99 years,Number,2011,Total,9,
Zadarska zupanija,99 years,Number,2011,Males,:,
Zadarska zupanija,99 years,Number,2011,Females,7,
Zadarska zupanija,100 years or over,Number,2011,Total,11,
Zadarska zupanija,100 years or over,Number,2011,Males,:,
Zadarska zupanija,100 years or over,Number,2011,Females,8,
Sibensko-kninska zupanija,Total,Number,2011,Total,109375,
Sibensko-kninska zupanija,Total,Number,2011,Males,53596,
Sibensko-kninska zupanija,Total,Number,2011,Females,55779,
Sibensko-kninska zupanija,Less than 1 year,Number,2011,Total,960,
Sibensko-kninska zupanija,Less than 1 year,Number,2011,Males,490,
Sibensko-kninska zupanija,Less than 1 year,Number,2011,Females,470,
Sibensko-kninska zupanija,1 year,Number,2011,Total,982,
Sibensko-kninska zupanija,1 year,Number,2011,Males,503,
Sibensko-kninska zupanija,1 year,Number,2011,Females,479,
Sibensko-kninska zupanija,2 years,Number,2011,Total,978,
Sibensko-kninska zupanija,2 years,Number,2011,Males,480,
Sibensko-kninska zupanija,2 years,Number,2011,Females,498,
Sibensko-kninska zupanija,3 years,Number,2011,Total,900,
Sibensko-kninska zupanija,3 years,Number,2011,Males,472,
Sibensko-kninska zupanija,3 years,Number,2011,Females,428,
Sibensko-kninska zupanija,4 years,Number,2011,Total,888,
Sibensko-kninska zupanija,4 years,Number,2011,Males,477,
Sibensko-kninska zupanija,4 years,Number,2011,Females,411,
Sibensko-kninska zupanija,5 years,Number,2011,Total,943,
Sibensko-kninska zupanija,5 years,Number,2011,Males,459,
Sibensko-kninska zupanija,5 years,Number,2011,Females,484,
Sibensko-kninska zupanija,6 years,Number,2011,Total,914,
Sibensko-kninska zupanija,6 years,Number,2011,Males,464,
Sibensko-kninska zupanija,6 years,Number,2011,Females,450,
Sibensko-kninska zupanija,7 years,Number,2011,Total,943,
Sibensko-kninska zupanija,7 years,Number,2011,Males,480,
Sibensko-kninska zupanija,7 years,Number,2011,Females,463,
Sibensko-kninska zupanija,8 years,Number,2011,Total,976,
Sibensko-kninska zupanija,8 years,Number,2011,Males,502,
Sibensko-kninska zupanija,8 years,Number,2011,Females,474,
Sibensko-kninska zupanija,9 years,Number,2011,Total,950,
Sibensko-kninska zupanija,9 years,Number,2011,Males,507,
Sibensko-kninska zupanija,9 years,Number,2011,Females,443,
Sibensko-kninska zupanija,10 years,Number,2011,Total,1079,
Sibensko-kninska zupanija,10 years,Number,2011,Males,563,
Sibensko-kninska zupanija,10 years,Number,2011,Females,516,
Sibensko-kninska zupanija,11 years,Number,2011,Total,1103,
Sibensko-kninska zupanija,11 years,Number,2011,Males,578,
Sibensko-kninska zupanija,11 years,Number,2011,Females,525,
Sibensko-kninska zupanija,12 years,Number,2011,Total,1190,
Sibensko-kninska zupanija,12 years,Number,2011,Males,622,
Sibensko-kninska zupanija,12 years,Number,2011,Females,568,
Sibensko-kninska zupanija,13 years,Number,2011,Total,1328,
Sibensko-kninska zupanija,13 years,Number,2011,Males,665,
Sibensko-kninska zupanija,13 years,Number,2011,Females,663,
Sibensko-kninska zupanija,14 years,Number,2011,Total,1316,
Sibensko-kninska zupanija,14 years,Number,2011,Males,678,
Sibensko-kninska zupanija,14 years,Number,2011,Females,638,
Sibensko-kninska zupanija,15 years,Number,2011,Total,1281,
Sibensko-kninska zupanija,15 years,Number,2011,Males,629,
Sibensko-kninska zupanija,15 years,Number,2011,Females,652,
Sibensko-kninska zupanija,16 years,Number,2011,Total,1175,
Sibensko-kninska zupanija,16 years,Number,2011,Males,571,
Sibensko-kninska zupanija,16 years,Number,2011,Females,604,
Sibensko-kninska zupanija,17 years,Number,2011,Total,1229,
Sibensko-kninska zupanija,17 years,Number,2011,Males,642,
Sibensko-kninska zupanija,17 years,Number,2011,Females,587,
Sibensko-kninska zupanija,18 years,Number,2011,Total,1242,
Sibensko-kninska zupanija,18 years,Number,2011,Males,603,
Sibensko-kninska zupanija,18 years,Number,2011,Females,639,
Sibensko-kninska zupanija,19 years,Number,2011,Total,1318,
Sibensko-kninska zupanija,19 years,Number,2011,Males,699,
Sibensko-kninska zupanija,19 years,Number,2011,Females,619,
Sibensko-kninska zupanija,20 years,Number,2011,Total,1271,
Sibensko-kninska zupanija,20 years,Number,2011,Males,635,
Sibensko-kninska zupanija,20 years,Number,2011,Females,636,
Sibensko-kninska zupanija,21 years,Number,2011,Total,1235,
Sibensko-kninska zupanija,21 years,Number,2011,Males,649,
Sibensko-kninska zupanija,21 years,Number,2011,Females,586,
Sibensko-kninska zupanija,22 years,Number,2011,Total,1231,
Sibensko-kninska zupanija,22 years,Number,2011,Males,636,
Sibensko-kninska zupanija,22 years,Number,2011,Females,595,
Sibensko-kninska zupanija,23 years,Number,2011,Total,1270,
Sibensko-kninska zupanija,23 years,Number,2011,Males,626,
Sibensko-kninska zupanija,23 years,Number,2011,Females,644,
Sibensko-kninska zupanija,24 years,Number,2011,Total,1270,
Sibensko-kninska zupanija,24 years,Number,2011,Males,663,
Sibensko-kninska zupanija,24 years,Number,2011,Females,607,
Sibensko-kninska zupanija,25 years,Number,2011,Total,1311,
Sibensko-kninska zupanija,25 years,Number,2011,Males,693,
Sibensko-kninska zupanija,25 years,Number,2011,Females,618,
Sibensko-kninska zupanija,26 years,Number,2011,Total,1306,
Sibensko-kninska zupanija,26 years,Number,2011,Males,685,
Sibensko-kninska zupanija,26 years,Number,2011,Females,621,
Sibensko-kninska zupanija,27 years,Number,2011,Total,1259,
Sibensko-kninska zupanija,27 years,Number,2011,Males,665,
Sibensko-kninska zupanija,27 years,Number,2011,Females,594,
Sibensko-kninska zupanija,28 years,Number,2011,Total,1299,
Sibensko-kninska zupanija,28 years,Number,2011,Males,649,
Sibensko-kninska zupanija,28 years,Number,2011,Females,650,
Sibensko-kninska zupanija,29 years,Number,2011,Total,1227,
Sibensko-kninska zupanija,29 years,Number,2011,Males,643,
Sibensko-kninska zupanija,29 years,Number,2011,Females,584,
Sibensko-kninska zupanija,30 years,Number,2011,Total,1268,
Sibensko-kninska zupanija,30 years,Number,2011,Males,663,
Sibensko-kninska zupanija,30 years,Number,2011,Females,605,
Sibensko-kninska zupanija,31 years,Number,2011,Total,1295,
Sibensko-kninska zupanija,31 years,Number,2011,Males,683,
Sibensko-kninska zupanija,31 years,Number,2011,Females,612,
Sibensko-kninska zupanija,32 years,Number,2011,Total,1287,
Sibensko-kninska zupanija,32 years,Number,2011,Males,697,
Sibensko-kninska zupanija,32 years,Number,2011,Females,590,
Sibensko-kninska zupanija,33 years,Number,2011,Total,1305,
Sibensko-kninska zupanija,33 years,Number,2011,Males,667,
Sibensko-kninska zupanija,33 years,Number,2011,Females,638,
Sibensko-kninska zupanija,34 years,Number,2011,Total,1238,
Sibensko-kninska zupanija,34 years,Number,2011,Males,661,
Sibensko-kninska zupanija,34 years,Number,2011,Females,577,
Sibensko-kninska zupanija,35 years,Number,2011,Total,1243,
Sibensko-kninska zupanija,35 years,Number,2011,Males,629,
Sibensko-kninska zupanija,35 years,Number,2011,Females,614,
Sibensko-kninska zupanija,36 years,Number,2011,Total,1271,
Sibensko-kninska zupanija,36 years,Number,2011,Males,667,
Sibensko-kninska zupanija,36 years,Number,2011,Females,604,
Sibensko-kninska zupanija,37 years,Number,2011,Total,1258,
Sibensko-kninska zupanija,37 years,Number,2011,Males,647,
Sibensko-kninska zupanija,37 years,Number,2011,Females,611,
Sibensko-kninska zupanija,38 years,Number,2011,Total,1289,
Sibensko-kninska zupanija,38 years,Number,2011,Males,652,
Sibensko-kninska zupanija,38 years,Number,2011,Females,637,
Sibensko-kninska zupanija,39 years,Number,2011,Total,1299,
Sibensko-kninska zupanija,39 years,Number,2011,Males,675,
Sibensko-kninska zupanija,39 years,Number,2011,Females,624,
Sibensko-kninska zupanija,40 years,Number,2011,Total,1257,
Sibensko-kninska zupanija,40 years,Number,2011,Males,671,
Sibensko-kninska zupanija,40 years,Number,2011,Females,586,
Sibensko-kninska zupanija,41 years,Number,2011,Total,1258,
Sibensko-kninska zupanija,41 years,Number,2011,Males,633,
Sibensko-kninska zupanija,41 years,Number,2011,Females,625,
Sibensko-kninska zupanija,42 years,Number,2011,Total,1377,
Sibensko-kninska zupanija,42 years,Number,2011,Males,694,
Sibensko-kninska zupanija,42 years,Number,2011,Females,683,
Sibensko-kninska zupanija,43 years,Number,2011,Total,1385,
Sibensko-kninska zupanija,43 years,Number,2011,Males,684,
Sibensko-kninska zupanija,43 years,Number,2011,Females,701,
Sibensko-kninska zupanija,44 years,Number,2011,Total,1446,
Sibensko-kninska zupanija,44 years,Number,2011,Males,732,
Sibensko-kninska zupanija,44 years,Number,2011,Females,714,
Sibensko-kninska zupanija,45 years,Number,2011,Total,1477,
Sibensko-kninska zupanija,45 years,Number,2011,Males,728,
Sibensko-kninska zupanija,45 years,Number,2011,Females,749,
Sibensko-kninska zupanija,46 years,Number,2011,Total,1464,
Sibensko-kninska zupanija,46 years,Number,2011,Males,723,
Sibensko-kninska zupanija,46 years,Number,2011,Females,741,
Sibensko-kninska zupanija,47 years,Number,2011,Total,1491,
Sibensko-kninska zupanija,47 years,Number,2011,Males,764,
