Country,Year,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio
Croatia,2037,45-49,251482,126601,124881,"6,5","6,8","6,3","101,4"
Croatia,2037,50-54,278280,138983,139297,"7,2","7,4",7,"99,8"
Croatia,2037,55-59,289218,142495,146723,"7,5","7,6","7,4","97,1"
Croatia,2037,60-64,265471,128751,136720,"6,9","6,9","6,9","94,2"
Croatia,2037,65-69,235494,111945,123549,"6,1",6,"6,2","90,6"
Croatia,2037,70-74,229813,104577,125236,6,"5,6","6,3","83,5"
Croatia,2037,75-79,209326,90487,118839,"5,4","4,8",6,"76,1"
Croatia,2037,80-84,174214,71598,102616,"4,5","3,8","5,1","69,8"
Croatia,2037,85-89,105603,37976,67627,"2,7",2,"3,4","56,2"
Croatia,2037,90-94,38727,9284,29443,1,"0,5","1,5","31,5"
Croatia,2037,95-99,18461,2319,16142,"0,5","0,1","0,8","14,4"
Croatia,2037,100+,7433,368,7065,"0,2",0,"0,4","5,2"
Croatia,2038,Total,3837507,1856012,1981495,100,100,100,"93,7"
Croatia,2038,0-4,158661,81699,76962,"4,1","4,4","3,9","106,2"
Croatia,2038,5-9,163931,84420,79511,"4,3","4,5",4,"106,2"
Croatia,2038,10-14,172246,88714,83532,"4,5","4,8","4,2","106,2"
Croatia,2038,15-19,181818,93623,88195,"4,7",5,"4,5","106,2"
Croatia,2038,20-24,190784,98245,92539,5,"5,3","4,7","106,2"
Croatia,2038,25-29,206891,106524,100367,"5,4","5,7","5,1","106,1"
Croatia,2038,30-34,202955,104145,98810,"5,3","5,6",5,"105,4"
Croatia,2038,35-39,213050,108933,104117,"5,6","5,9","5,3","104,6"
Croatia,2038,40-44,251669,127961,123708,"6,6","6,9","6,2","103,4"
Croatia,2038,45-49,244822,123678,121144,"6,4","6,7","6,1","102,1"
Croatia,2038,50-54,272307,135915,136392,"7,1","7,3","6,9","99,7"
Croatia,2038,55-59,288900,142795,146105,"7,5","7,7","7,4","97,7"
Croatia,2038,60-64,268587,130272,138315,7,7,7,"94,2"
Croatia,2038,65-69,236940,112827,124113,"6,2","6,1","6,3","90,9"
Croatia,2038,70-74,225993,102996,122997,"5,9","5,5","6,2","83,7"
Croatia,2038,75-79,206300,89118,117182,"5,4","4,8","5,9","76,1"
Croatia,2038,80-84,173221,71038,102183,"4,5","3,8","5,2","69,5"
Croatia,2038,85-89,110797,39847,70950,"2,9","2,1","3,6","56,2"
Croatia,2038,90-94,42014,10551,31463,"1,1","0,6","1,6","33,5"
Croatia,2038,95-99,18017,2321,15696,"0,5","0,1","0,8","14,8"
Croatia,2038,100+,7604,390,7214,"0,2",0,"0,4","5,4"
Croatia,2039,Total,3813337,1844134,1969203,100,100,100,"93,6"
Croatia,2039,0-4,158007,81362,76645,"4,1","4,4","3,9","106,2"
Croatia,2039,5-9,162598,83731,78867,"4,3","4,5",4,"106,2"
Croatia,2039,10-14,170396,87760,82636,"4,5","4,8","4,2","106,2"
Croatia,2039,15-19,180010,92688,87322,"4,7",5,"4,4","106,1"
Croatia,2039,20-24,188774,97121,91653,5,"5,3","4,7",106
Croatia,2039,25-29,202945,104651,98294,"5,3","5,7",5,"106,5"
Croatia,2039,30-34,206294,105774,100520,"5,4","5,7","5,1","105,2"
Croatia,2039,35-39,206062,105518,100544,"5,4","5,7","5,1","104,9"
Croatia,2039,40-44,250289,127355,122934,"6,6","6,9","6,2","103,6"
Croatia,2039,45-49,240894,121884,119010,"6,3","6,6",6,"102,4"
Croatia,2039,50-54,264796,132221,132575,"6,9","7,2","6,7","99,7"
Croatia,2039,55-59,287224,142324,144900,"7,5","7,7","7,4","98,2"
Croatia,2039,60-64,272152,132077,140075,"7,1","7,2","7,1","94,3"
Croatia,2039,65-69,240388,114551,125837,"6,3","6,2","6,4",91
Croatia,2039,70-74,222088,101365,120723,"5,8","5,5","6,1",84
Croatia,2039,75-79,202188,87348,114840,"5,3","4,7","5,8","76,1"
Croatia,2039,80-84,172862,70658,102204,"4,5","3,8","5,2","69,1"
Croatia,2039,85-89,113717,40969,72748,3,"2,2","3,7","56,3"
Croatia,2039,90-94,46675,12091,34584,"1,2","0,7","1,8",35
Croatia,2039,95-99,17267,2278,14989,"0,5","0,1","0,8","15,2"
Croatia,2039,100+,7711,408,7303,"0,2",0,"0,4","5,6"
Croatia,2040,Total,3789009,1832178,1956831,100,100,100,"93,6"
Croatia,2040,0-4,157471,81086,76385,"4,2","4,4","3,9","106,2"
Croatia,2040,5-9,161405,83115,78290,"4,3","4,5",4,"106,2"
Croatia,2040,10-14,168657,86862,81795,"4,5","4,7","4,2","106,2"
Croatia,2040,15-19,178081,91690,86391,"4,7",5,"4,4","106,1"
Croatia,2040,20-24,186788,96091,90697,"4,9","5,2","4,6","105,9"
Croatia,2040,25-29,198831,102540,96291,"5,2","5,6","4,9","106,5"
Croatia,2040,30-34,208331,106839,101492,"5,5","5,8","5,2","105,3"
Croatia,2040,35-39,201851,103392,98459,"5,3","5,6",5,105
Croatia,2040,40-44,246600,125768,120832,"6,5","6,9","6,2","104,1"
Croatia,2040,45-49,238364,120668,117696,"6,3","6,6",6,"102,5"
Croatia,2040,50-54,257534,128648,128886,"6,8",7,"6,6","99,8"
Croatia,2040,55-59,283798,140812,142986,"7,5","7,7","7,3","98,5"
Croatia,2040,60-64,275747,133920,141827,"7,3","7,3","7,2","94,4"
Croatia,2040,65-69,245050,116980,128070,"6,5","6,4","6,5","91,3"
Croatia,2040,70-74,217953,99729,118224,"5,8","5,4",6,"84,4"
Croatia,2040,75-79,198433,85714,112719,"5,2","4,7","5,8",76
Croatia,2040,80-84,170967,69734,101233,"4,5","3,8","5,2","68,9"
Croatia,2040,85-89,116671,42103,74568,"3,1","2,3","3,8","56,5"
Croatia,2040,90-94,52370,13840,38530,"1,4","0,8",2,"35,9"
Croatia,2040,95-99,16311,2218,14093,"0,4","0,1","0,7","15,7"
Croatia,2040,100+,7796,429,7367,"0,2",0,"0,4","5,8"
