Country,Year,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio
Croatia,2020,85-89,82485,22606,59879,2,"1,1","2,7","37,8"
Croatia,2020,90-94,34997,5207,29790,"0,8","0,3","1,4","17,5"
Croatia,2020,95-99,9633,434,9199,"0,2",0,"0,4","4,7"
Croatia,2020,100+,1165,23,1142,0,0,"0,1",2
Croatia,2021,Total,4206791,2029431,2177360,100,100,100,"93,2"
Croatia,2021,0-4,185742,95682,90060,"4,4","4,7","4,1","106,2"
Croatia,2021,5-9,197355,102034,95321,"4,7",5,"4,4",107
Croatia,2021,10-14,210296,108249,102047,5,"5,3","4,7","106,1"
Croatia,2021,15-19,202159,103975,98184,"4,8","5,1","4,5","105,9"
Croatia,2021,20-24,241324,123709,117615,"5,7","6,1","5,4","105,2"
Croatia,2021,25-29,245588,125416,120172,"5,8","6,2","5,5","104,4"
Croatia,2021,30-34,265113,133952,131161,"6,3","6,6",6,"102,1"
Croatia,2021,35-39,297790,150367,147423,"7,1","7,4","6,8",102
Croatia,2021,40-44,306253,152818,153435,"7,3","7,5",7,"99,6"
Croatia,2021,45-49,286399,142263,144136,"6,8",7,"6,6","98,7"
Croatia,2021,50-54,267403,131256,136147,"6,4","6,5","6,3","96,4"
Croatia,2021,55-59,286524,138576,147948,"6,8","6,8","6,8","93,7"
Croatia,2021,60-64,305069,146869,158200,"7,3","7,2","7,3","92,8"
Croatia,2021,65-69,298299,143393,154906,"7,1","7,1","7,1","92,6"
Croatia,2021,70-74,233747,108756,124991,"5,6","5,4","5,7",87
Croatia,2021,75-79,126038,50438,75600,3,"2,5","3,5","66,7"
Croatia,2021,80-84,119523,42284,77239,"2,8","2,1","3,5","54,7"
Croatia,2021,85-89,82349,22887,59462,2,"1,1","2,7","38,5"
Croatia,2021,90-94,37484,5942,31542,"0,9","0,3","1,4","18,8"
Croatia,2021,95-99,10830,537,10293,"0,3",0,"0,5","5,2"
Croatia,2021,100+,1506,28,1478,0,0,"0,1","1,9"
Croatia,2022,Total,4186104,2019806,2166298,100,100,100,"93,2"
Croatia,2022,0-4,183879,94719,89160,"4,4","4,7","4,1","106,2"
Croatia,2022,5-9,194394,100437,93957,"4,6",5,"4,3","106,9"
Croatia,2022,10-14,210073,108211,101862,5,"5,4","4,7","106,2"
Croatia,2022,15-19,202319,104150,98169,"4,8","5,2","4,5","106,1"
Croatia,2022,20-24,226886,116247,110639,"5,4","5,8","5,1","105,1"
Croatia,2022,25-29,251271,128341,122930,6,"6,4","5,7","104,4"
Croatia,2022,30-34,258055,130672,127383,"6,2","6,5","5,9","102,6"
Croatia,2022,35-39,290469,146526,143943,"6,9","7,3","6,6","101,8"
Croatia,2022,40-44,307414,153792,153622,"7,3","7,6","7,1","100,1"
Croatia,2022,45-49,287875,142805,145070,"6,9","7,1","6,7","98,4"
Croatia,2022,50-54,265379,130639,134740,"6,3","6,5","6,2",97
Croatia,2022,55-59,281925,136390,145535,"6,7","6,8","6,7","93,7"
Croatia,2022,60-64,299003,143592,155411,"7,1","7,1","7,2","92,4"
Croatia,2022,65-69,301498,144337,157161,"7,2","7,1","7,3","91,8"
Croatia,2022,70-74,240334,112162,128172,"5,7","5,6","5,9","87,5"
Croatia,2022,75-79,133256,54842,78414,"3,2","2,7","3,6","69,9"
Croatia,2022,80-84,116169,41497,74672,"2,8","2,1","3,4","55,6"
Croatia,2022,85-89,82821,23278,59543,2,"1,2","2,7","39,1"
Croatia,2022,90-94,39242,6460,32782,"0,9","0,3","1,5","19,7"
Croatia,2022,95-99,11948,676,11272,"0,3",0,"0,5",6
Croatia,2022,100+,1894,33,1861,0,0,"0,1","1,8"
Croatia,2023,Total,4165651,2010361,2155290,100,100,100,"93,3"
Croatia,2023,0-4,182092,93794,88298,"4,4","4,7","4,1","106,2"
Croatia,2023,5-9,191591,98818,92773,"4,6","4,9","4,3","106,5"
Croatia,2023,10-14,208278,107548,100730,5,"5,3","4,7","106,8"
Croatia,2023,15-19,204321,105174,99147,"4,9","5,2","4,6","106,1"
Croatia,2023,20-24,214649,110062,104587,"5,2","5,5","4,9","105,2"
Croatia,2023,25-29,255009,130093,124916,"6,1","6,5","5,8","104,1"
Croatia,2023,30-34,250714,127336,123378,6,"6,3","5,7","103,2"
Croatia,2023,35-39,283644,142929,140715,"6,8","7,1","6,5","101,6"
Croatia,2023,40-44,306501,153757,152744,"7,4","7,6","7,1","100,7"
Croatia,2023,45-49,290724,144160,146564,7,"7,2","6,8","98,4"
Croatia,2023,50-54,266435,131294,135141,"6,4","6,5","6,3","97,2"
Croatia,2023,55-59,276583,133914,142669,"6,6","6,7","6,6","93,9"
Croatia,2023,60-64,293456,140704,152752,7,7,"7,1","92,1"
Croatia,2023,65-69,298029,142265,155764,"7,2","7,1","7,2","91,3"
Croatia,2023,70-74,250392,116711,133681,6,"5,8","6,2","87,3"
Croatia,2023,75-79,142341,60103,82238,"3,4",3,"3,8","73,1"
Croatia,2023,80-84,112196,40414,71782,"2,7",2,"3,3","56,3"
Croatia,2023,85-89,82679,23527,59152,2,"1,2","2,7","39,8"
Croatia,2023,90-94,40892,6883,34009,1,"0,3","1,6","20,2"
Croatia,2023,95-99,12841,834,12007,"0,3",0,"0,6","6,9"
Croatia,2023,100+,2284,41,2243,"0,1",0,"0,1","1,8"
Croatia,2024,Total,4145423,2001085,2144338,100,100,100,"93,3"
Croatia,2024,0-4,180251,92841,87410,"4,3","4,6","4,1","106,2"
Croatia,2024,5-9,189475,97637,91838,"4,6","4,9","4,3","106,3"
Croatia,2024,10-14,204209,105605,98604,"4,9","5,3","4,6","107,1"
Croatia,2024,15-19,207630,106794,100836,5,"5,3","4,7","105,9"
Croatia,2024,20-24,207424,106491,100933,5,"5,3","4,7","105,5"
Croatia,2024,25-29,253324,129305,124019,"6,1","6,5","5,8","104,3"
Croatia,2024,30-34,246321,125259,121062,"5,9","6,3","5,6","103,5"
Croatia,2024,35-39,275364,138759,136605,"6,6","6,9","6,4","101,6"
Croatia,2024,40-44,304255,152955,151300,"7,3","7,6","7,1","101,1"
Croatia,2024,45-49,294164,145893,148271,"7,1","7,3","6,9","98,4"
Croatia,2024,50-54,269889,133034,136855,"6,5","6,6","6,4","97,2"
Croatia,2024,55-59,271332,131478,139854,"6,5","6,6","6,5",94
Croatia,2024,60-64,286461,137211,149250,"6,9","6,9",7,"91,9"
Croatia,2024,65-69,295779,140616,155163,"7,1",7,"7,2","90,6"
Croatia,2024,70-74,255326,118983,136343,"6,2","5,9","6,4","87,3"
Croatia,2024,75-79,156879,67546,89333,"3,8","3,4","4,2","75,6"
Croatia,2024,80-84,106839,38829,68010,"2,6","1,9","3,2","57,1"
Croatia,2024,85-89,81807,23486,58321,2,"1,2","2,7","40,3"
Croatia,2024,90-94,42182,7300,34882,1,"0,4","1,6","20,9"
Croatia,2024,95-99,13797,1013,12784,"0,3","0,1","0,6","7,9"
Croatia,2024,100+,2715,50,2665,"0,1",0,"0,1","1,9"
Croatia,2025,Total,4125465,1991996,2133469,100,100,100,"93,4"
Croatia,2025,0-4,178299,91832,86467,"4,3","4,6","4,1","106,2"
Croatia,2025,5-9,187430,96573,90857,"4,5","4,8","4,3","106,3"
Croatia,2025,10-14,200002,103436,96566,"4,8","5,2","4,5","107,1"
Croatia,2025,15-19,209633,107841,101792,"5,1","5,4","4,8","105,9"
Croatia,2025,20-24,203069,104271,98798,"4,9","5,2","4,6","105,5"
Croatia,2025,25-29,249429,127590,121839,6,"6,4","5,7","104,7"
Croatia,2025,30-34,243492,123862,119630,"5,9","6,2","5,6","103,5"
Croatia,2025,35-39,267476,134794,132682,"6,5","6,8","6,2","101,6"
Croatia,2025,40-44,300264,151101,149163,"7,3","7,6",7,"101,3"
Croatia,2025,45-49,297732,147721,150011,"7,2","7,4",7,"98,5"
Croatia,2025,50-54,274831,135660,139171,"6,7","6,8","6,5","97,5"
Croatia,2025,55-59,265821,129045,136776,"6,4","6,5","6,4","94,3"
Croatia,2025,60-64,279906,133884,146022,"6,8","6,7","6,8","91,7"
Croatia,2025,65-69,290667,137714,152953,7,"6,9","7,2",90
Croatia,2025,70-74,259433,120683,138750,"6,3","6,1","6,5",87
Croatia,2025,75-79,175860,76738,99122,"4,3","3,9","4,6","77,4"
Croatia,2025,80-84,100309,36840,63469,"2,4","1,8",3,58
Croatia,2025,85-89,81051,23574,57477,2,"1,2","2,7",41
Croatia,2025,90-94,42814,7580,35234,1,"0,4","1,7","21,5"
Croatia,2025,95-99,14780,1196,13584,"0,4","0,1","0,6","8,8"
Croatia,2025,100+,3167,61,3106,"0,1",0,"0,1",2
Croatia,2026,Total,4105344,1982830,2122514,100,100,100,"93,4"
Croatia,2026,0-4,176270,90784,85486,"4,3","4,6",4,"106,2"
Croatia,2026,5-9,185506,95571,89935,"4,5","4,8","4,2","106,3"
Croatia,2026,10-14,196974,101851,95123,"4,8","5,1","4,5","107,1"
Croatia,2026,15-19,209740,107928,101812,"5,1","5,4","4,8",106
Croatia,2026,20-24,201344,103420,97924,"4,9","5,2","4,6","105,6"
Croatia,2026,25-29,240072,122838,117234,"5,8","6,2","5,5","104,8"
Croatia,2026,30-34,243886,124341,119545,"5,9","6,3","5,6",104
Croatia,2026,35-39,262821,132528,130293,"6,4","6,7","6,1","101,7"
Croatia,2026,40-44,294128,148126,146002,"7,2","7,5","6,9","101,5"
Croatia,2026,45-49,300650,149394,151256,"7,3","7,5","7,1","98,8"
Croatia,2026,50-54,279106,137748,141358,"6,8","6,9","6,7","97,4"
Croatia,2026,55-59,259663,126403,133260,"6,3","6,4","6,3","94,9"
Croatia,2026,60-64,276328,132172,144156,"6,7","6,7","6,8","91,7"
Croatia,2026,65-69,285231,134712,150519,"6,9","6,8","7,1","89,5"
Croatia,2026,70-74,263294,122058,141236,"6,4","6,2","6,7","86,4"
Croatia,2026,75-79,191128,83980,107148,"4,7","4,2",5,"78,4"
Croatia,2026,80-84,97085,36232,60853,"2,4","1,8","2,9","59,5"
Croatia,2026,85-89,79655,23491,56164,"1,9","1,2","2,6","41,8"
Croatia,2026,90-94,42958,7792,35166,1,"0,4","1,7","22,2"
Croatia,2026,95-99,15885,1382,14503,"0,4","0,1","0,7","9,5"
Croatia,2026,100+,3620,79,3541,"0,1",0,"0,2","2,2"
Croatia,2027,Total,4084711,1973377,2111334,100,100,100,"93,5"
Croatia,2027,0-4,174232,89732,84500,"4,3","4,5",4,"106,2"
Croatia,2027,5-9,183707,94638,89069,"4,5","4,8","4,2","106,3"
Croatia,2027,10-14,194179,100334,93845,"4,8","5,1","4,4","106,9"
Croatia,2027,15-19,209620,107937,101683,"5,1","5,5","4,8","106,2"
Croatia,2027,20-24,201579,103633,97946,"4,9","5,3","4,6","105,8"
Croatia,2027,25-29,225956,115579,110377,"5,5","5,9","5,2","104,7"
Croatia,2027,30-34,250021,127532,122489,"6,1","6,5","5,8","104,1"
Croatia,2027,35-39,256309,129583,126726,"6,3","6,6",6,"102,3"
Croatia,2027,40-44,287388,144636,142752,7,"7,3","6,8","101,3"
Croatia,2027,45-49,302286,150647,151639,"7,4","7,6","7,2","99,3"
Croatia,2027,50-54,281011,138563,142448,"6,9",7,"6,7","97,3"
Croatia,2027,55-59,258052,126048,132004,"6,3","6,4","6,3","95,5"
Croatia,2027,60-64,272173,130254,141919,"6,7","6,6","6,7","91,8"
Croatia,2027,65-69,279941,131906,148035,"6,9","6,7",7,"89,1"
Croatia,2027,70-74,266559,123087,143472,"6,5","6,2","6,8","85,8"
Croatia,2027,75-79,196935,86852,110083,"4,8","4,4","5,2","78,9"
Croatia,2027,80-84,102948,39574,63374,"2,5",2,3,"62,4"
Croatia,2027,85-89,77634,23180,54454,"1,9","1,2","2,6","42,6"
Croatia,2027,90-94,43439,8039,35400,"1,1","0,4","1,7","22,7"
Croatia,2027,95-99,16686,1522,15164,"0,4","0,1","0,7",10
Croatia,2027,100+,4056,101,3955,"0,1",0,"0,2","2,6"
Croatia,2028,Total,4063708,1963718,2099990,100,100,100,"93,5"
Croatia,2028,0-4,172266,88717,83549,"4,2","4,5",4,"106,2"
Croatia,2028,5-9,181951,93726,88225,"4,5","4,8","4,2","106,2"
Croatia,2028,10-14,191503,98780,92723,"4,7",5,"4,4","106,5"
Croatia,2028,15-19,207906,107311,100595,"5,1","5,5","4,8","106,7"
Croatia,2028,20-24,203629,104678,98951,5,"5,3","4,7","105,8"
Croatia,2028,25-29,213942,109535,104407,"5,3","5,6",5,"104,9"
Croatia,2028,30-34,254087,129478,124609,"6,3","6,6","5,9","103,9"
Croatia,2028,35-39,249379,126500,122879,"6,1","6,4","5,9","102,9"
Croatia,2028,40-44,281016,141315,139701,"6,9","7,2","6,7","101,2"
Croatia,2028,45-49,301776,150847,150929,"7,4","7,7","7,2","99,9"
Croatia,2028,50-54,284162,140107,144055,7,"7,1","6,9","97,3"
Croatia,2028,55-59,259368,126870,132498,"6,4","6,5","6,3","95,8"
Croatia,2028,60-64,267222,128016,139206,"6,6","6,5","6,6",92
Croatia,2028,65-69,275026,129400,145626,"6,8","6,6","6,9","88,9"
Croatia,2028,70-74,263960,121567,142393,"6,5","6,2","6,8","85,4"
Croatia,2028,75-79,205691,90647,115044,"5,1","4,6","5,5","78,8"
Croatia,2028,80-84,110232,43539,66693,"2,7","2,2","3,2","65,3"
Croatia,2028,85-89,75157,22679,52478,"1,8","1,2","2,5","43,2"
Croatia,2028,90-94,43574,8237,35337,"1,1","0,4","1,7","23,3"
Croatia,2028,95-99,17446,1642,15804,"0,4","0,1","0,8","10,4"
Croatia,2028,100+,4415,127,4288,"0,1",0,"0,2",3
Croatia,2029,Total,4042398,1953888,2088510,100,100,100,"93,6"
Croatia,2029,0-4,170401,87755,82646,"4,2","4,5",4,"106,2"
Croatia,2029,5-9,180129,92782,87347,"4,5","4,7","4,2","106,2"
Croatia,2029,10-14,189467,97638,91829,"4,7",5,"4,4","106,3"
Croatia,2029,15-19,203903,105401,98502,5,"5,4","4,7",107
Croatia,2029,20-24,206960,106305,100655,"5,1","5,4","4,8","105,6"
Croatia,2029,25-29,206841,106043,100798,"5,1","5,4","4,8","105,2"
Croatia,2029,30-34,252626,128824,123802,"6,2","6,6","5,9","104,1"
Croatia,2029,35-39,245251,124587,120664,"6,1","6,4","5,8","103,3"
Croatia,2029,40-44,273075,137350,135725,"6,8",7,"6,5","101,2"
Croatia,2029,45-49,299838,150226,149612,"7,4","7,7","7,2","100,4"
Croatia,2029,50-54,287794,141958,145836,"7,1","7,3",7,"97,3"
Croatia,2029,55-59,262943,128689,134254,"6,5","6,6","6,4","95,9"
Croatia,2029,60-64,262278,125771,136507,"6,5","6,4","6,5","92,1"
Croatia,2029,65-69,268709,126321,142388,"6,6","6,5","6,8","88,7"
Croatia,2029,70-74,262379,120379,142000,"6,5","6,2","6,8","84,8"
Croatia,2029,75-79,210236,92685,117551,"5,2","4,7","5,6","78,8"
Croatia,2029,80-84,121728,49086,72642,3,"2,5","3,5","67,6"
Croatia,2029,85-89,71624,21827,49797,"1,8","1,1","2,4","43,8"
Croatia,2029,90-94,43335,8335,35000,"1,1","0,4","1,7","23,8"
Croatia,2029,95-99,18059,1769,16290,"0,4","0,1","0,8","10,9"
Croatia,2029,100+,4822,157,4665,"0,1",0,"0,2","3,4"
Croatia,2030,Total,4020867,1943931,2076936,100,100,100,"93,6"
Croatia,2030,0-4,168653,86853,81800,"4,2","4,5","3,9","106,2"
Croatia,2030,5-9,178184,91776,86408,"4,4","4,7","4,2","106,2"
Croatia,2030,10-14,187454,96589,90865,"4,7",5,"4,4","106,3"
Croatia,2030,15-19,199733,103252,96481,5,"5,3","4,6",107
Croatia,2030,20-24,208977,107358,101619,"5,2","5,5","4,9","105,6"
Croatia,2030,25-29,202543,103862,98681,5,"5,3","4,8","105,3"
Croatia,2030,30-34,248838,127175,121663,"6,2","6,5","5,9","104,5"
Croatia,2030,35-39,242545,123263,119282,6,"6,3","5,7","103,3"
Croatia,2030,40-44,265395,133515,131880,"6,6","6,9","6,3","101,2"
Croatia,2030,45-49,296070,148505,147565,"7,4","7,6","7,1","100,6"
Croatia,2030,50-54,291454,143843,147611,"7,2","7,4","7,1","97,4"
Croatia,2030,55-59,267884,131312,136572,"6,7","6,8","6,6","96,1"
Croatia,2030,60-64,257033,123497,133536,"6,4","6,4","6,4","92,5"
Croatia,2030,65-69,262784,123389,139395,"6,5","6,3","6,7","88,5"
Croatia,2030,70-74,258320,118168,140152,"6,4","6,1","6,7","84,3"
Croatia,2030,75-79,214253,94353,119900,"5,3","4,9","5,8","78,7"
Croatia,2030,80-84,136648,55899,80749,"3,4","2,9","3,9","69,2"
Croatia,2030,85-89,67329,20789,46540,"1,7","1,1","2,2","44,7"
Croatia,2030,90-94,43120,8481,34639,"1,1","0,4","1,7","24,5"
Croatia,2030,95-99,18397,1864,16533,"0,5","0,1","0,8","11,3"
Croatia,2030,100+,5253,188,5065,"0,1",0,"0,2","3,7"
Croatia,2031,Total,3999121,1933833,2065288,100,100,100,"93,6"
Croatia,2031,0-4,167007,86005,81002,"4,2","4,4","3,9","106,2"
Croatia,2031,5-9,176164,90731,85433,"4,4","4,7","4,1","106,2"
Croatia,2031,10-14,185538,95592,89946,"4,6","4,9","4,4","106,3"
Croatia,2031,15-19,196719,101676,95043,"4,9","5,3","4,6",107
Croatia,2031,20-24,209098,107453,101645,"5,2","5,6","4,9","105,7"
Croatia,2031,25-29,200846,103028,97818,5,"5,3","4,7","105,3"
Croatia,2031,30-34,239552,122470,117082,6,"6,3","5,7","104,6"
Croatia,2031,35-39,242977,123765,119212,"6,1","6,4","5,8","103,8"
Croatia,2031,40-44,260849,131314,129535,"6,5","6,8","6,3","101,4"
Croatia,2031,45-49,290115,145641,144474,"7,3","7,5",7,"100,8"
Croatia,2031,50-54,294421,145542,148879,"7,4","7,5","7,2","97,8"
Croatia,2031,55-59,272134,133386,138748,"6,8","6,9","6,7","96,1"
Croatia,2031,60-64,251157,121022,130135,"6,3","6,3","6,3",93
Croatia,2031,65-69,259646,121940,137706,"6,5","6,3","6,7","88,6"
Croatia,2031,70-74,253907,115826,138081,"6,3",6,"6,7","83,9"
Croatia,2031,75-79,217967,95700,122267,"5,5","4,9","5,9","78,3"
Croatia,2031,80-84,148697,61293,87404,"3,7","3,2","4,2","70,1"
Croatia,2031,85-89,65517,20725,44792,"1,6","1,1","2,2","46,3"
Croatia,2031,90-94,42528,8559,33969,"1,1","0,4","1,6","25,2"
Croatia,2031,95-99,18547,1944,16603,"0,5","0,1","0,8","11,7"
Croatia,2031,100+,5735,221,5514,"0,1",0,"0,3",4
Croatia,2032,Total,3977036,1923489,2053547,100,100,100,"93,7"
Croatia,2032,0-4,165451,85201,80250,"4,2","4,4","3,9","106,2"
Croatia,2032,5-9,174132,89684,84448,"4,4","4,7","4,1","106,2"
Croatia,2032,10-14,183746,94662,89084,"4,6","4,9","4,3","106,3"
Croatia,2032,15-19,193935,100166,93769,"4,9","5,2","4,6","106,8"
Croatia,2032,20-24,208993,107469,101524,"5,3","5,6","4,9","105,9"
Croatia,2032,25-29,201098,103253,97845,"5,1","5,4","4,8","105,5"
Croatia,2032,30-34,225526,115272,110254,"5,7",6,"5,4","104,6"
Croatia,2032,35-39,249117,126956,122161,"6,3","6,6","5,9","103,9"
Croatia,2032,40-44,254449,128437,126012,"6,4","6,7","6,1","101,9"
Croatia,2032,45-49,283563,142269,141294,"7,1","7,4","6,9","100,7"
Croatia,2032,50-54,296123,146829,149294,"7,4","7,6","7,3","98,3"
Croatia,2032,55-59,274082,134229,139853,"6,9",7,"6,8",96
Croatia,2032,60-64,249687,120742,128945,"6,3","6,3","6,3","93,6"
Croatia,2032,65-69,255931,120283,135648,"6,4","6,3","6,6","88,7"
Croatia,2032,70-74,249594,113633,135961,"6,3","5,9","6,6","83,6"
Croatia,2032,75-79,221084,96715,124369,"5,6",5,"6,1","77,8"
Croatia,2032,80-84,153508,63540,89968,"3,9","3,3","4,4","70,6"
Croatia,2032,85-89,70417,23315,47102,"1,8","1,2","2,3","49,5"
Croatia,2032,90-94,41634,8550,33084,1,"0,4","1,6","25,8"
Croatia,2032,95-99,18860,2037,16823,"0,5","0,1","0,8","12,1"
Croatia,2032,100+,6106,247,5859,"0,2",0,"0,3","4,2"
Croatia,2033,Total,3954580,1912856,2041724,100,100,100,"93,7"
Croatia,2033,0-4,163987,84447,79540,"4,1","4,4","3,9","106,2"
Croatia,2033,5-9,172174,88672,83502,"4,4","4,6","4,1","106,2"
Croatia,2033,10-14,181996,93753,88243,"4,6","4,9","4,3","106,2"
Croatia,2033,15-19,191277,98622,92655,"4,8","5,2","4,5","106,4"
Croatia,2033,20-24,207294,106854,100440,"5,2","5,6","4,9","106,4"
Croatia,2033,25-29,203159,104305,98854,"5,1","5,5","4,8","105,5"
Croatia,2033,30-34,213590,109278,104312,"5,4","5,7","5,1","104,8"
Croatia,2033,35-39,253190,128906,124284,"6,4","6,7","6,1","103,7"
Croatia,2033,40-44,247635,125423,122212,"6,3","6,6",6,"102,6"
Croatia,2033,45-49,277374,139063,138311,7,"7,3","6,8","100,5"
Croatia,2033,50-54,295726,147090,148636,"7,5","7,7","7,3",99
Croatia,2033,55-59,277237,135777,141460,7,"7,1","6,9",96
Croatia,2033,60-64,251037,121579,129458,"6,3","6,4","6,3","93,9"
Croatia,2033,65-69,251405,118294,133111,"6,4","6,2","6,5","88,9"
Croatia,2033,70-74,245529,111654,133875,"6,2","5,8","6,6","83,4"
Croatia,2033,75-79,219392,95757,123635,"5,5",5,"6,1","77,5"
Croatia,2033,80-84,160686,66474,94212,"4,1","3,5","4,6","70,6"
Croatia,2033,85-89,75959,26057,49902,"1,9","1,4","2,4","52,2"
Croatia,2033,90-94,40476,8463,32013,1,"0,4","1,6","26,4"
Croatia,2033,95-99,19009,2116,16893,"0,5","0,1","0,8","12,5"
Croatia,2033,100+,6448,272,6176,"0,2",0,"0,3","4,4"
Croatia,2034,Total,3931788,1901955,2029833,100,100,100,"93,7"
Croatia,2034,0-4,162649,83756,78893,"4,1","4,4","3,9","106,2"
Croatia,2034,5-9,170319,87715,82604,"4,3","4,6","4,1","106,2"
Croatia,2034,10-14,180179,92813,87366,"4,6","4,9","4,3","106,2"
Croatia,2034,15-19,189251,97485,91766,"4,8","5,1","4,5","106,2"
Croatia,2034,20-24,203318,104962,98356,"5,2","5,5","4,8","106,7"
Croatia,2034,25-29,206495,105933,100562,"5,3","5,6",5,"105,3"
Croatia,2034,30-34,206540,105822,100718,"5,3","5,6",5,"105,1"
Croatia,2034,35-39,251766,128274,123492,"6,4","6,7","6,1","103,9"
Croatia,2034,40-44,243596,123562,120034,"6,2","6,5","5,9","102,9"
Croatia,2034,45-49,269626,135220,134406,"6,9","7,1","6,6","100,6"
Croatia,2034,50-54,293933,146552,147381,"7,5","7,7","7,3","99,4"
Croatia,2034,55-59,280861,137622,143239,"7,1","7,2","7,1","96,1"
Croatia,2034,60-64,254552,123356,131196,"6,5","6,5","6,5",94
Croatia,2034,65-69,246845,116279,130566,"6,3","6,1","6,4","89,1"
Croatia,2034,70-74,240198,109179,131019,"6,1","5,7","6,5","83,3"
Croatia,2034,75-79,218520,95050,123470,"5,6",5,"6,1",77
Croatia,2034,80-84,164579,68132,96447,"4,2","3,6","4,8","70,6"
Croatia,2034,85-89,84112,29547,54565,"2,1","1,6","2,7","54,2"
Croatia,2034,90-94,38693,8224,30469,1,"0,4","1,5",27
Croatia,2034,95-99,18995,2171,16824,"0,5","0,1","0,8","12,9"
Croatia,2034,100+,6761,301,6460,"0,2",0,"0,3","4,7"
Croatia,2035,Total,3908660,1890788,2017872,100,100,100,"93,7"
Croatia,2035,0-4,161452,83139,78313,"4,1","4,4","3,9","106,2"
Croatia,2035,5-9,168577,86815,81762,"4,3","4,6","4,1","106,2"
Croatia,2035,10-14,178240,91810,86430,"4,6","4,9","4,3","106,2"
Croatia,2035,15-19,187248,96443,90805,"4,8","5,1","4,5","106,2"
Croatia,2035,20-24,199176,102831,96345,"5,1","5,4","4,8","106,7"
Croatia,2035,25-29,208523,106993,101530,"5,3","5,7",5,"105,4"
Croatia,2035,30-34,202279,103664,98615,"5,2","5,5","4,9","105,1"
Croatia,2035,35-39,248023,126655,121368,"6,3","6,7",6,"104,4"
Croatia,2035,40-44,240967,122284,118683,"6,2","6,5","5,9",103
Croatia,2035,45-49,262135,131503,130632,"6,7",7,"6,5","100,7"
Croatia,2035,50-54,290350,144943,145407,"7,4","7,7","7,2","99,7"
Croatia,2035,55-59,284512,139502,145010,"7,3","7,4","7,2","96,2"
Croatia,2035,60-64,259377,125897,133480,"6,6","6,7","6,6","94,3"
Croatia,2035,65-69,242019,114249,127770,"6,2",6,"6,3","89,4"
Croatia,2035,70-74,235252,106851,128401,6,"5,7","6,4","83,2"
Croatia,2035,75-79,215667,93587,122080,"5,5","4,9",6,"76,7"
Croatia,2035,80-84,168133,69545,98588,"4,3","3,7","4,9","70,5"
Croatia,2035,85-89,94283,33595,60688,"2,4","1,8",3,"55,4"
Croatia,2035,90-94,36475,7917,28558,"0,9","0,4","1,4","27,7"
Croatia,2035,95-99,18976,2242,16734,"0,5","0,1","0,8","13,4"
Croatia,2035,100+,6996,323,6673,"0,2",0,"0,3","4,8"
Croatia,2036,Total,3885212,1879379,2005833,100,100,100,"93,7"
Croatia,2036,0-4,160387,82590,77797,"4,1","4,4","3,9","106,2"
Croatia,2036,5-9,166937,85971,80966,"4,3","4,6",4,"106,2"
Croatia,2036,10-14,176225,90767,85458,"4,5","4,8","4,3","106,2"
Croatia,2036,15-19,185345,95452,89893,"4,8","5,1","4,5","106,2"
Croatia,2036,20-24,196183,101270,94913,5,"5,4","4,7","106,7"
Croatia,2036,25-29,208657,107097,101560,"5,4","5,7","5,1","105,5"
Croatia,2036,30-34,200614,102851,97763,"5,2","5,5","4,9","105,2"
Croatia,2036,35-39,238817,122000,116817,"6,1","6,5","5,8","104,4"
Croatia,2036,40-44,241448,122815,118633,"6,2","6,5","5,9","103,5"
Croatia,2036,45-49,257730,129387,128343,"6,6","6,9","6,4","100,8"
Croatia,2036,50-54,284610,142213,142397,"7,3","7,6","7,1","99,9"
Croatia,2036,55-59,287485,141198,146287,"7,4","7,5","7,3","96,5"
Croatia,2036,60-64,263530,127909,135621,"6,8","6,8","6,8","94,3"
Croatia,2036,65-69,236663,112071,124592,"6,1",6,"6,2",90
Croatia,2036,70-74,232816,105820,126996,6,"5,6","6,3","83,3"
Croatia,2036,75-79,212471,91986,120485,"5,5","4,9",6,"76,3"
Croatia,2036,80-84,171425,70703,100722,"4,4","3,8",5,"70,2"
Croatia,2036,85-89,102223,36613,65610,"2,6","1,9","3,3","55,8"
Croatia,2036,90-94,35676,8030,27646,"0,9","0,4","1,4",29
Croatia,2036,95-99,18773,2291,16482,"0,5","0,1","0,8","13,9"
Croatia,2036,100+,7197,345,6852,"0,2",0,"0,3",5
Croatia,2037,Total,3861481,1867774,1993707,100,100,100,"93,7"
Croatia,2037,0-4,159454,82108,77346,"4,1","4,4","3,9","106,2"
Croatia,2037,5-9,165387,85170,80217,"4,3","4,6",4,"106,2"
Croatia,2037,10-14,174202,89725,84477,"4,5","4,8","4,2","106,2"
Croatia,2037,15-19,183559,94527,89032,"4,8","5,1","4,5","106,2"
Croatia,2037,20-24,193420,99774,93646,5,"5,3","4,7","106,5"
Croatia,2037,25-29,208571,107125,101446,"5,4","5,7","5,1","105,6"
Croatia,2037,30-34,200879,103084,97795,"5,2","5,5","4,9","105,4"
Croatia,2037,35-39,224897,114871,110026,"5,8","6,2","5,5","104,4"
Croatia,2037,40-44,247590,126006,121584,"6,4","6,7","6,1","103,6"
